CASE_ID;QN1;QN2;QN3;QN4;QN5;QN6A;QN6B;QN6C;QN7A;QN7B;QN7C;QN7D;QN7E;QN7F;QN8A;QN8B;QN8C;QN8D;QN8E;QN8F;QN8G;QN8H;QN8I;QN8J;QN8K;QN9A;QN9B;QN9C;QN9D;QN9E;QN9F;QN9G;QN9H;QN9I;QN9J;QN9K;QN9L;QN10A;QN10B;QN10C;QN10D;QN10E;QN10F;QN10G;QN10H;QN10I;QN10J;QN10K;QN10L;QN10M;QN10N;QN10O;QN10P;QN10Q;QN11A;QN11B;QN11C;QN11D;QN11E;QN11F;QN11G;QN12A;QN12B;QN12C;QN12D;QN13A;QN13B;QN13C;QN13D;QN13E;QN13F;QN14A;QN14B;QN14C;QN14D;QN15;QN16;QN17;QN18;QN19A;QN19B;QN19C;QN19D;QN19E;QN19F;QN19G;QN20A;QN20B;QN20C;QN20D;QN21A;QN21B;QN21C;QN21D;QN21E;QN22A;QN22B;QN22C;QN22D;QN22E;QN22F;QN22G;QN22H;QN22I;QN22J;QN22K;QN22L;QN22M;QN22N;QN22O;QN22P;QN22Q;QN22R;QN22S;QN23A;QN23B;QN23C;QN23D;QN23E;QN23F;QN23G;QN23H;QN23I;QN23J;QN23K;QN23L;QN23M;QN23N;QN23O;QN23P;QN23Q;QN24A;QN24B;QN24C;QN25A;QN25B;QN25C;QN25D;QN25E;QN25F;QN25G;QN25H;QN25I;QN25J;QN25K;QN25L;QN25M;QN25N;QN25O;QN25P;QN25Q;QN25R;QN26A;QN26B;QN26C;QN26D;QN26E;QN27A;QN27B;QN27C;QN27D;QN27E;QN27F;QN27G;QN27H;QN27I;QN28A;QN28B;QN28C;QN28D;QN28E;QN28F;QN28G;QN28H;QN29A;QN29B;QN29C;QN29D;QN29E;QN30A;QN30B;QN30C;QN30D;QN30E;QN30F;QN30G;QN30H;QN30I;QN31A;QN31B;QN31C;QN31D;QN31E;QN32A;QN32B;QN32C;QN32D;QN32E;QN32F;QN32G;QN32H;QN33A;QN33B;QN33C;QN33D;QN33E;QN33F;QN33G;QN33H;QN33I;QN33J;QN34A;QN34B;QN34C;QN17A;METRO;REGION;DIVISION;OWNHOME;MSTATUS;EMPLOY;TOTPER;ADULTS;ADULTM;ADULTF;KIDS1217;KIDS611;KIDSLESS6;PARENT;AGE;AGE2;AGE3;EDUC;INCOME;RACE;REGVOTE;SEX;RELIGION;LENGTH;DEVICE_TYPE;WEIGHT;I_ATTEND;I_EDUC;I_GENDER;I_MARITAL;I_RACE;I_RELIGION
60000416;1;1;4;7;4;3;2;1;1;2;2;2;1;1;4;4;6;6;5;5;6;4;3;6;6;2;2;2;1;2;2;2;2;2;2;2;1;97;5;97;9;9;5;4;97;97;97;97;97;4;97;5;97;7;4;4;4;1;3;3;4;3;2;3;3;4;3;3;3;4;2;2;2;2;4;2;2;2;2;1;3;2;3;2;4;4;3;4;4;4;4;4;3;2;2;4;4;3;4;4;4;4;4;3;4;3;4;4;2;4;4;4;4;3;4;4;4;4;4;3;4;4;4;3;4;3;4;4;4;4;1;4;1;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;2;3;2;2;3;2;4;3;3;3;2;2;2;3;2;2;4;2;3;2;3;1;4;3;4;3;1;4;4;4;4;4;4;2;3;2;1;2;4;4;4;4;4;1;3;4;4;3;4;3;4;4;4;4;4;4;4;3;2;2;1;3;7;1;3;1;2;2;1;1;;;;;57;;3;8;12;1;1;1;20;19,4;p;0,2988;1;4;1;3;1;4
60000418;2;6;3;6;6;2;2;2;2;2;2;2;8;8;5;4;3;3;2;2;2;6;2;3;3;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;97;3;4;5;7;3;4;97;4;97;3;5;3;5;3;2;7;3;4;3;4;3;3;3;4;4;3;4;3;2;2;1;2;2;3;3;4;3;2;2;3;1;4;3;4;4;3;4;4;5;3;4;3;4;4;4;4;4;4;4;3;3;4;3;4;4;3;2;2;2;2;4;4;4;4;4;4;4;4;1;4;4;4;4;3;4;4;4;1;4;4;4;4;1;4;1;4;4;3;3;4;4;4;4;4;3;1;4;4;4;4;2;2;3;3;3;3;2;1;4;2;2;2;2;3;2;2;4;2;1;2;2;3;3;3;2;3;4;4;2;4;1;4;2;3;4;3;4;4;4;4;2;3;2;2;2;4;3;2;1;3;4;2;1;4;3;1;1;4;4;2;4;2;4;2;3;2;3;0;3;6;1;1;5;6;4;;;2;0;0;2;18;;1;3;98;2;2;1;20;44;c;1,1143;5;1;1;1;2;4
60000419;3;5;2;2;1;3;2;1;1;1;2;2;8;2;1;5;5;1;5;6;2;2;6;6;6;1;1;1;2;1;2;2;2;2;1;2;2;3;10;2;6;2;97;9;2;5;97;5;8;8;97;5;8;97;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;4;4;3;2;4;3;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;-1;2;3;2;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4;4;3;3;2;2;3;3;3;2;2;3;1;2;3;2;3;3;3;1;2;3;3;2;4;2;1;1;4;3;1;3;2;3;3;2;3;1;2;3;2;2;2;4;3;4;1;3;-1;1;3;5;5;5;1;3;1;5;1;4;5;3;3;3;2;2;4;8;1;3;2;2;2;;;;;;;75;;4;6;5;1;1;2;8;27,2;c;0,3305;4;3;2;3;1;1
60000420;4;7;3;4;4;4;3;1;2;2;2;2;2;2;2;2;2;3;3;3;2;3;2;2;4;1;1;1;1;2;2;1;2;1;1;2;1;97;6;97;8;6;4;4;97;97;97;10;6;6;2;7;5;7;4;4;3;3;4;3;4;3;3;4;3;2;1;1;2;2;3;2;1;1;2;1;1;1;2;2;3;3;2;3;3;2;4;2;4;3;3;4;2;2;2;3;4;3;3;3;3;4;2;2;3;3;3;3;3;4;4;2;3;2;4;4;3;3;4;4;4;3;4;3;4;4;3;3;4;4;1;3;2;3;3;2;4;3;3;4;3;3;3;4;3;3;3;4;3;3;3;3;4;3;3;3;4;3;4;2;2;3;1;2;2;2;3;3;3;3;3;3;3;3;4;2;3;1;3;4;2;3;3;4;3;4;4;2;2;2;1;2;2;2;4;3;1;2;3;4;2;5;2;2;2;2;2;3;3;3;3;3;4;2;1;3;3;5;1;3;4;2;2;;;;;;;60;;3;6;6;1;1;2;15;31,3;c;0,7899;5;3;2;3;1;1
60000421;1;1;4;6;4;3;3;2;2;2;2;2;1;2;4;4;1;6;2;1;1;6;3;6;5;1;2;2;2;2;2;2;2;2;2;2;2;10;2;97;6;10;1;1;10;1;97;10;97;1;10;1;2;7;4;4;4;4;4;4;4;2;3;3;3;3;3;3;2;3;2;1;4;4;4;2;2;3;2;2;3;2;2;2;4;3;4;3;4;4;4;4;3;4;4;4;4;2;3;4;4;4;3;3;4;3;4;4;2;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;1;4;2;4;4;4;3;4;2;4;3;4;4;3;3;3;4;4;2;2;4;4;2;2;2;3;3;4;4;3;2;3;4;3;3;2;4;4;4;1;3;4;1;4;4;4;1;4;1;4;4;4;4;4;4;4;4;4;2;2;1;2;2;3;2;2;1;2;1;2;2;1;4;1;1;3;4;1;4;1;2;4;2;2;3;1;3;6;2;3;3;2;2;;;;;;;70;;4;4;3;1;1;2;96;20,4;c;1,2896;1;2;2;3;1;5
60000422;3;2;4;3;2;2;2;4;1;1;2;2;1;1;3;6;5;4;6;6;4;2;1;1;6;2;2;1;1;2;1;2;2;2;1;2;1;97;5;97;5;6;3;5;97;97;97;10;97;97;97;6;5;7;4;4;4;4;4;4;4;1;1;2;1;1;2;1;2;2;3;1;1;1;1;1;1;1;2;2;3;2;2;3;4;4;3;3;4;3;2;3;1;2;3;2;4;2;4;3;1;3;1;2;1;1;1;1;3;4;3;1;1;3;4;4;4;3;4;3;4;4;3;3;4;3;4;3;4;4;1;2;2;2;2;1;2;3;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;3;2;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;2;3;4;2;3;2;2;2;3;3;2;1;2;2;1;2;1;4;4;4;1;1;4;1;1;2;1;1;1;3;2;2;2;1;2;4;2;3;1;1;4;9;1;6;1;4;2;1;1;2;0;0;1;42;;2;3;6;1;1;2;22;31,6;p;0,5512;2;1;2;4;1;3
60000423;3;6;4;3;4;3;3;2;2;2;2;2;1;2;6;6;2;5;4;4;2;6;2;1;2;1;2;2;1;2;1;2;2;2;2;2;1;97;5;97;5;5;1;5;97;1;97;10;1;1;7;5;1;7;3;3;3;2;3;4;4;1;1;1;1;4;4;4;3;3;3;1;4;4;1;2;1;1;2;2;4;2;1;1;3;2;4;3;4;4;4;1;3;2;4;1;2;1;1;1;1;2;3;1;1;1;1;1;1;4;4;1;1;3;4;4;4;4;4;4;3;4;3;4;4;2;4;4;4;4;1;2;1;2;4;4;4;4;2;1;4;4;2;3;3;3;3;2;2;2;4;3;2;2;2;4;1;2;4;1;2;4;2;2;4;2;3;1;1;2;1;4;1;2;4;4;2;4;4;4;4;4;4;2;1;4;4;4;2;2;1;2;2;4;1;4;1;4;2;2;1;5;1;4;3;5;5;5;5;4;5;3;1;2;2;1;3;7;2;3;1;4;2;;;0;0;2;1;30;;2;3;3;2;1;2;90;14,6;c;0,987;5;1;2;3;2;5
60000424;3;5;2;2;2;2;2;1;1;1;2;2;1;2;1;6;1;-1;6;6;1;4;3;3;6;1;1;1;1;1;2;2;2;1;1;2;1;97;9;97;10;2;10;10;97;5;97;97;97;10;97;3;8;7;4;4;4;3;4;3;-1;3;1;3;1;3;3;3;3;3;4;4;4;4;3;2;1;3;1;2;3;2;3;2;3;4;4;4;4;4;3;3;1;3;3;2;4;4;4;4;3;4;3;2;3;3;3;3;3;4;1;2;2;2;4;4;4;4;4;3;4;4;3;4;4;3;3;4;4;3;4;3;1;2;4;4;4;4;3;4;4;4;4;3;3;3;4;4;4;3;4;2;2;1;1;2;4;3;3;2;2;3;2;2;2;2;3;4;2;4;4;4;4;3;4;4;2;3;4;2;2;2;2;2;1;2;3;2;2;3;1;2;2;3;2;2;2;2;3;1;1;3;1;3;2;3;2;3;4;4;1;3;3;2;3;4;4;9;1;3;3;2;2;1;1;;;;;70;;4;2;4;1;1;1;2;29,3;p;1,5908;4;1;1;3;1;2
60000426;4;4;5;2;2;2;2;1;2;2;2;2;2;2;2;6;3;5;3;6;3;6;3;1;2;1;1;2;1;2;1;2;2;2;1;2;2;5;3;97;8;5;5;5;97;97;97;10;5;5;10;8;5;97;4;3;3;4;4;4;3;3;1;3;1;3;4;3;4;4;3;1;4;3;1;2;1;3;2;3;1;3;2;2;4;4;4;3;4;4;3;3;3;3;3;4;4;3;4;4;3;4;1;1;1;1;1;3;1;4;3;1;1;1;2;4;4;1;4;4;4;3;3;4;4;2;3;2;4;3;1;2;1;4;4;4;4;4;3;4;4;4;1;1;3;4;2;4;3;2;1;1;2;2;3;2;3;2;2;3;3;3;2;3;3;2;2;1;3;1;1;1;3;2;4;3;1;1;3;3;3;3;3;3;2;3;2;3;1;2;1;2;1;4;4;4;1;4;4;4;4;3;3;3;3;3;3;3;5;3;3;4;4;4;3;5;2;4;9;3;1;2;2;;;;;;;63;;3;4;5;1;1;2;22;35,5;c;0,8099;3;2;2;3;1;3
60000427;4;8;2;4;3;3;3;1;1;1;2;2;1;2;1;6;4;5;4;6;3;6;1;2;5;1;1;1;1;2;1;2;2;2;1;2;1;10;5;8;4;8;6;5;97;8;97;10;5;3;7;4;4;97;3;1;1;3;4;3;4;4;4;4;4;3;3;3;3;4;1;1;1;3;4;1;2;2;2;2;4;4;2;3;4;4;5;3;2;4;1;4;3;3;3;4;4;4;4;4;4;4;4;3;4;3;4;4;3;4;4;4;3;4;4;4;3;4;3;4;4;2;4;4;4;4;4;4;4;3;1;4;1;4;4;4;3;4;3;4;4;4;4;3;2;4;4;4;2;4;4;4;4;1;2;3;4;4;4;4;3;4;1;2;4;2;4;4;4;2;4;4;2;4;4;4;3;4;4;4;4;4;4;4;2;4;4;4;2;3;2;1;1;4;2;1;1;2;4;1;2;4;2;4;4;5;4;5;5;4;5;4;3;2;2;1;4;8;2;1;1;3;3;1;2;;;;;32;;2;8;6;1;1;2;2;15,6;p;0,2;6;4;2;1;1;2
60000428;3;8;2;4;2;2;2;4;1;2;2;2;1;2;6;6;6;5;6;6;4;6;4;6;5;1;2;2;1;2;2;2;2;2;1;2;1;97;4;97;8;1;97;5;97;97;97;10;97;1;10;1;1;97;2;3;3;1;1;2;4;1;2;3;3;4;4;4;4;4;4;1;4;1;1;2;2;2;1;3;4;2;2;4;2;3;4;3;4;4;3;3;3;4;1;4;4;4;4;4;3;4;4;2;3;1;4;1;1;3;2;1;2;2;3;4;2;2;3;2;4;3;4;3;4;3;2;2;4;4;4;1;4;1;4;3;4;4;4;4;4;4;4;4;2;2;4;4;1;1;4;1;1;1;3;1;2;4;4;4;3;4;3;2;4;2;4;1;3;2;1;3;1;3;3;3;3;3;3;2;2;2;3;2;2;3;1;1;2;2;2;2;1;4;4;4;1;1;4;1;4;5;1;2;2;3;3;2;5;5;5;2;4;2;2;2;4;8;1;3;7;8;6;3;3;0;0;2;2;55;;3;5;99;1;1;2;15;33,1;p;0,9846;6;2;2;3;1;1
60000429;2;7;3;6;6;3;3;2;2;2;2;2;2;2;4;6;6;6;3;4;3;1;2;1;5;1;1;1;1;2;2;2;2;2;1;2;1;10;4;10;5;10;3;2;97;4;97;8;97;97;5;3;4;7;4;3;3;3;3;4;3;4;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;3;3;4;3;4;2;2;2;2;2;2;2;2;2;4;4;2;4;2;2;2;2;2;4;2;4;4;2;2;2;4;4;1;3;4;3;4;3;4;4;3;3;3;4;4;3;1;3;1;4;4;4;3;4;2;2;4;4;2;2;2;3;3;4;2;2;2;2;3;3;2;3;3;4;4;4;4;4;2;4;4;2;3;2;3;3;2;3;2;3;1;4;1;4;1;1;3;3;1;1;3;1;1;1;1;2;2;2;1;3;4;4;1;4;4;1;4;5;1;1;1;1;1;1;4;1;5;3;3;3;2;3;3;6;1;3;4;4;4;1;3;;;;;45;;2;6;12;2;1;2;15;25,1;c;0,9476;5;3;2;3;2;1
60000430;4;8;2;2;2;3;3;2;1;2;1;2;1;1;2;1;2;4;2;4;3;4;2;1;5;1;1;1;1;1;1;1;2;1;1;2;1;3;6;6;3;6;4;3;2;8;3;2;5;6;6;6;4;7;1;2;2;3;2;2;2;2;3;2;3;4;3;4;4;4;4;2;2;4;4;1;1;3;1;2;3;2;2;3;4;4;4;4;2;4;4;4;2;4;3;2;4;4;3;4;3;4;3;4;4;1;2;2;4;4;4;2;3;3;4;4;4;2;1;2;4;4;4;4;4;3;4;2;4;4;1;2;2;1;3;4;3;4;3;4;4;4;3;3;3;3;3;4;3;2;3;3;2;2;2;1;4;4;4;4;2;3;3;4;4;2;3;4;3;2;3;4;4;4;4;2;2;1;2;4;2;3;3;2;2;2;4;2;2;2;2;2;2;3;1;2;1;3;1;1;1;3;2;3;3;3;3;4;2;4;4;3;3;2;3;2;4;9;1;3;1;5;2;;;1;2;0;1;40;;2;8;14;1;1;1;15;46,8;p;0,3261;6;4;1;3;1;1
60000432;2;2;3;2;1;1;1;1;1;1;2;2;8;2;1;5;3;5;6;6;2;2;1;1;5;1;1;1;1;1;1;2;2;1;1;2;1;4;8;2;4;1;8;6;97;3;97;8;6;6;97;1;4;97;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;3;3;4;2;1;2;2;3;1;4;4;2;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;3;4;3;4;4;3;3;3;4;3;3;4;4;4;4;3;3;3;4;3;4;4;4;3;4;3;2;4;4;4;1;2;2;2;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4;4;4;4;2;2;4;3;3;4;2;3;3;2;2;2;3;4;4;3;3;4;4;3;3;2;2;2;3;3;2;3;3;4;1;3;3;1;1;3;2;2;2;3;1;4;1;3;4;1;3;4;3;4;3;3;2;4;3;3;4;3;3;1;1;1;4;9;1;6;1;3;3;;;;;;;55;;3;4;99;1;1;2;90;18;c;0,6296;2;2;2;4;1;5
60000434;3;5;1;1;2;2;2;1;1;2;2;2;2;2;5;6;5;2;5;6;2;2;3;4;5;1;2;1;2;2;2;2;2;2;1;2;1;4;10;3;8;3;9;10;5;9;97;97;97;10;97;10;10;7;4;4;3;3;4;3;4;3;3;4;3;3;4;3;4;3;4;3;4;1;2;1;2;3;2;1;4;2;4;3;4;4;4;4;4;1;3;4;2;1;2;3;4;3;3;3;2;3;2;3;4;2;3;2;3;2;2;2;3;3;4;4;3;3;3;3;4;3;4;4;4;3;3;3;4;3;1;2;3;2;4;4;3;4;3;3;3;4;4;3;3;3;2;4;3;3;3;3;2;2;3;2;3;3;3;3;2;3;2;2;2;2;2;2;2;1;1;3;4;2;1;1;1;1;2;2;1;1;1;3;1;1;2;1;1;3;1;2;2;3;4;4;1;3;4;2;3;4;1;3;3;2;2;4;2;3;4;4;4;1;3;2;4;8;1;3;6;7;4;;;1;2;0;2;65;;4;3;7;1;1;1;22;38,3;c;2,9386;4;1;1;3;1;3
60000435;2;4;3;4;3;3;3;1;1;1;2;2;2;2;4;6;3;5;4;4;2;5;3;5;4;1;1;1;1;1;1;1;2;1;1;2;1;97;2;97;3;1;2;1;97;97;97;8;2;1;7;2;2;7;4;4;4;3;3;3;4;4;4;4;4;3;4;4;4;4;3;4;4;3;4;2;1;1;2;1;4;2;2;1;4;3;5;2;3;4;4;4;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;4;2;4;4;4;4;4;4;3;4;3;4;2;4;4;3;4;4;3;2;2;2;3;3;3;2;2;3;2;2;3;2;3;2;3;2;2;1;3;3;3;4;2;3;3;3;3;2;3;2;3;2;2;3;2;3;2;2;2;3;2;3;1;2;2;2;1;4;4;4;4;4;4;4;4;4;4;2;3;2;1;1;4;8;1;4;1;2;2;;;;;;;50;;3;5;6;1;1;2;1;17;t;0,617;3;2;2;4;1;1
60000436;3;6;2;5;6;4;4;1;2;2;2;2;2;2;3;4;3;6;3;1;1;3;2;6;5;1;1;1;1;1;-1;-1;-1;1;1;-1;1;10;3;10;5;9;2;2;97;2;2;10;97;2;97;1;2;7;3;3;2;4;4;3;3;2;1;3;2;2;2;2;2;3;2;3;2;2;3;2;2;3;2;1;2;2;2;1;4;4;4;3;4;3;2;3;2;3;3;2;4;4;3;4;2;4;3;3;1;3;2;2;2;4;4;1;3;3;3;3;3;3;3;3;-1;3;4;3;3;2;3;3;4;3;1;2;2;2;3;4;4;4;3;3;4;4;3;3;3;3;3;4;2;2;3;3;3;2;2;3;4;2;3;4;2;4;2;3;2;2;2;3;4;4;2;4;3;4;3;4;3;4;2;4;4;4;4;3;3;4;4;4;2;3;1;2;2;4;1;4;1;4;4;1;1;5;3;3;3;4;3;4;4;3;4;3;3;2;3;2;4;9;1;3;1;2;2;;;;;;;56;;3;8;7;10;1;1;22;24,3;c;0,8476;5;4;1;3;4;3
60000437;3;8;2;4;3;3;3;1;2;2;2;2;2;2;4;3;3;3;3;3;3;2;3;3;5;1;1;1;1;1;1;1;1;2;1;2;1;7;6;97;7;7;5;5;97;97;97;5;5;4;8;3;6;7;3;3;3;3;3;4;3;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;3;2;2;3;2;3;1;4;4;5;2;2;3;2;3;2;2;2;2;1;2;1;2;3;2;3;1;1;2;1;3;2;4;3;1;1;1;2;3;2;3;4;1;2;3;3;3;2;2;3;3;3;2;1;3;2;4;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;1;2;2;3;2;2;3;4;3;3;3;3;2;3;2;2;1;2;2;2;3;1;2;2;3;3;3;1;4;4;4;3;3;2;4;4;4;2;3;1;1;1;3;2;4;1;3;4;2;1;5;1;3;1;3;4;4;3;4;4;3;2;3;3;2;4;9;1;1;5;4;3;1;2;1;0;0;2;19;;1;4;13;6;2;2;15;22,9;c;0,8681;6;2;2;1;4;1
60000438;3;5;5;7;7;2;2;1;1;1;2;2;1;2;1;5;1;6;1;4;1;3;4;4;4;1;1;1;2;1;2;2;2;2;1;2;2;97;2;97;7;7;5;5;97;97;97;7;97;3;6;2;1;7;4;4;4;4;4;4;4;3;3;4;4;3;4;3;4;4;3;4;4;4;3;2;2;3;2;2;3;3;2;2;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;1;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;2;4;4;4;4;4;4;4;3;4;2;2;4;4;4;3;3;4;2;4;4;4;4;4;1;4;4;3;4;4;3;4;4;4;2;3;2;2;2;4;4;4;1;4;4;4;3;4;3;4;3;4;4;4;4;4;4;4;2;2;3;1;2;4;1;3;1;2;2;;;;;;;71;;4;8;12;1;1;1;7;23,9;c;0,4418;4;4;1;3;1;4
60000439;3;2;4;6;4;3;3;1;1;2;2;2;1;8;2;6;2;6;6;2;2;2;3;6;6;1;1;1;1;2;2;2;2;1;1;2;2;97;2;97;97;97;97;2;97;97;97;8;97;97;97;5;2;97;3;3;2;2;2;3;2;4;3;4;3;2;1;2;3;3;2;1;2;1;3;2;1;1;2;2;3;3;2;3;3;2;5;3;4;4;4;2;2;1;1;4;4;3;4;3;2;4;3;4;4;2;3;2;3;4;4;3;3;4;4;3;4;4;4;4;2;3;4;3;4;3;4;4;4;3;1;3;2;3;4;3;4;4;3;2;3;4;4;3;3;4;4;4;3;4;3;4;2;2;3;2;3;3;3;3;2;2;2;2;2;2;2;1;2;2;2;3;1;3;3;4;3;2;1;4;2;3;3;3;2;4;3;4;2;3;2;2;2;2;4;2;1;2;2;2;2;4;4;4;4;4;4;4;5;4;4;3;3;2;1;2;1;2;1;3;1;2;2;;;;;;;59;;3;5;2;1;2;2;90;25,8;p;0,8325;2;2;2;3;1;5
60000440;3;6;2;5;6;2;2;2;1;2;2;2;1;1;1;3;2;6;3;2;1;5;1;4;1;1;1;1;1;1;2;2;2;1;1;2;1;10;1;97;5;6;5;1;97;1;97;10;6;1;5;1;1;97;3;3;2;3;2;3;2;1;2;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;3;4;4;1;1;4;2;1;2;1;2;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;4;4;1;1;1;4;4;4;4;4;3;3;3;4;4;4;4;3;4;4;3;1;3;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;4;1;1;4;4;4;4;4;2;3;4;2;1;1;1;1;1;1;1;4;3;4;1;4;1;4;4;4;4;4;4;4;4;4;2;2;1;2;2;2;1;4;1;1;4;1;1;2;1;1;1;1;1;1;1;1;2;4;4;4;1;2;4;9;1;3;1;6;4;;;1;1;0;1;42;;2;4;6;3;1;2;90;17,6;t;2,1864;5;2;2;3;3;5
60000441;3;8;5;3;4;3;3;1;1;2;2;2;8;2;3;6;4;3;3;6;1;6;6;6;3;1;1;2;2;2;2;2;2;2;2;2;2;97;5;97;10;5;5;97;97;97;97;10;1;1;97;1;5;97;4;4;4;3;3;3;4;3;3;3;3;1;1;1;2;2;3;4;4;3;4;2;2;3;2;2;3;3;2;2;2;2;4;3;4;4;4;4;3;3;4;4;3;2;4;4;2;4;4;3;3;4;4;3;3;4;4;2;2;3;4;4;4;4;4;4;4;3;4;3;4;1;2;3;4;4;1;3;2;3;4;4;4;4;2;4;4;4;4;3;2;4;3;4;2;2;4;2;1;2;2;3;3;4;3;4;4;4;3;3;4;2;4;3;3;3;3;4;3;3;4;2;2;2;3;3;2;2;2;3;2;3;2;3;2;3;2;1;2;3;4;4;1;4;1;2;4;5;5;5;5;4;5;5;5;5;5;3;3;3;3;5;3;7;1;2;4;2;2;1;1;;;;;79;;4;3;99;1;1;2;15;32,3;t;2,3784;6;1;2;2;1;1
60000444;3;4;5;2;3;2;2;2;1;2;1;2;1;8;3;6;5;1;3;6;3;5;6;1;5;1;1;2;2;2;2;2;2;2;1;2;2;5;8;97;4;2;9;9;97;97;97;9;97;8;97;2;5;7;4;4;4;4;4;4;4;3;4;3;3;3;2;3;3;3;3;2;4;2;2;2;2;3;2;1;3;4;2;2;3;4;5;4;3;4;2;4;2;2;3;3;4;2;3;4;4;3;1;2;3;2;2;2;2;2;1;2;2;1;4;4;1;3;4;3;4;4;4;4;4;3;4;3;4;4;1;2;4;1;4;4;3;4;4;4;4;4;3;3;4;3;3;4;3;3;4;2;2;1;2;2;3;2;2;3;2;4;2;2;2;2;2;3;4;3;1;4;3;2;4;2;2;1;3;3;2;3;2;2;2;3;3;1;2;2;2;2;2;3;2;2;2;3;4;2;2;4;1;4;3;4;4;5;1;4;5;3;3;2;3;5;2;4;1;6;3;1;1;1;0;;;;;69;;4;3;4;1;1;1;2;31;c;0,5912;3;1;1;4;1;2
60000445;2;1;3;5;4;3;3;2;1;2;2;2;1;1;2;4;2;4;3;4;2;6;3;2;5;1;1;2;1;2;2;2;2;2;1;2;1;97;5;97;7;4;4;6;97;97;97;97;6;8;8;2;7;97;4;4;4;4;3;3;4;4;4;4;4;3;3;3;3;4;2;3;4;4;3;1;1;2;3;1;1;4;2;3;4;3;4;3;4;3;4;3;4;4;4;3;4;3;3;3;2;3;3;1;3;2;2;1;3;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;1;4;4;4;4;4;4;3;4;4;2;3;4;3;4;4;2;3;4;4;4;2;4;3;3;1;1;3;2;3;2;2;3;2;2;1;3;1;2;4;3;4;4;4;2;2;3;4;3;3;3;4;3;3;3;4;2;3;2;2;2;4;4;4;1;3;4;1;4;3;4;3;2;4;4;2;3;2;5;4;2;2;1;1;1;2;2;1;2;3;2;;;0;1;0;2;18;;1;3;5;4;1;2;96;25,3;p;1,3625;1;1;2;1;3;5
60000446;3;6;4;4;4;2;2;1;1;2;1;1;1;1;3;1;4;5;4;5;4;4;1;2;4;2;2;2;1;2;2;2;2;2;2;2;1;10;3;10;8;9;8;7;10;7;4;10;5;1;4;5;7;7;3;3;1;4;3;3;2;1;1;3;2;2;2;1;1;2;1;1;1;1;2;1;1;3;3;2;1;3;2;2;1;1;2;3;4;3;1;2;2;1;1;3;3;3;3;4;2;2;1;2;1;1;3;1;2;3;4;2;3;2;4;4;4;4;3;4;4;2;4;4;4;3;3;4;4;3;1;1;3;2;2;2;4;3;3;2;3;3;2;3;2;3;3;3;2;2;4;2;1;2;2;1;1;2;2;4;2;4;3;2;3;2;2;2;2;1;2;3;1;3;2;4;1;4;1;3;1;3;3;2;4;1;3;4;2;3;1;1;2;4;4;4;1;3;4;1;4;5;2;1;1;3;3;1;3;1;1;2;3;1;3;1;1;2;2;2;1;2;2;;;;;;;53;;3;8;7;8;1;2;96;22,9;p;0,6326;5;4;2;2;4;5
