CASEID;TM_START;TM_FINIS;DURATION;WEIGHT;RELPREF;DENOM;ID_MAINL;ID_RELRI;ID_THEOL;ID_EVANG;ID_THEOC;ID_CHARI;ID_BIBLE;ID_BORNA;ID_PENTE;ID_SEEKE;ID_FUNDA;ID_SPIRI;ID_SECUL;ID_IRREL;ID_RELIG;ID_ATHEI;ID_REFUS;HOWRELIG;ATTENDAN;PASTATTE;BIBLE;HUMANORI;ATLANTIS;POSTHINK;FORTUNET;ASTROLOG;HAUNTING;DREAMS;UFOS;BIGFOOT;SATAN_EV;HOROSCOP;PSYCHIC;HAUNTED;OUIJA;HAD_DREA;SAW_UFO;POLPREF;POLAFFIL;CANTRUST;SATIS_LI;SATIS_FI;SATIS_HE;DECISION;GAS_STRA;GAS_HELP;TRUST_PO;SAFE_HOU;SAFE_NET;SAFE_WAL;SAFE_NGB;SAFE_CIT;SAFE_WOR;WATCH_TA;WATCH_CO;WATCH_TR;WATCH_CR;WAVE_TV;WORRY_OL;WORRY_MO;WORRY_UN;WORRY_IL;WORRY_DE;OWNGUNS;SCI_SEAS;SCI_BULL;SCI_LIGH;SCI_SUN;SCI_VACC;YOUTH_RE;YOUTH_VI;YOUTH_FI;YOUTH_HA;YOUTH_DR;YOUTH_PR;YOUTH_SE;NET_GOVT;NET_CORP;NET_BULL;NET_IDEN;NET_SEXP;ENVIRONM;CLIMATEC;ENV_AIRP;ENV_DRIN;ENV_RIVR;ENV_PIPE;ENV_SOIL;ENV_RAIN;ENV_WARM;ENV_OILS;ENV_EXTI;ENV_SPRA;ENV_RUNO;DISAS_QU;DISAS_TO;DISAS_FL;DISAS_AS;DISAS_VO;DISAS_EM;DISAS_PO;DISAS_TE;DISAS_NU;DISAS_ME;DISAS_CO;DISAS_PA;DISAS_UN;DISAS_DE;DISAS_WA;GOVT_DRO;GOVT_OBA;GOVT_COR;GOVT_GUN;SURVIVAL;SUPPLIES;EVACUATI;FUTURE_C;FUTURE_S;FUTURE_O;FUTURE_T;FUTURE_A;GAY_TV;GAY_TEAC;GAY_MARR;GAY_SCHO;GAY_COAC;GAY_POLI;GAY_POLT;GAY_SOLD;GAY_RELL;IMM_CRIM;IMM_ASSI;IMM_DRAI;IMM_DISE;IMM_RAID;IMM_DEPO;IMM_PATH;THERM_AT;THERM_CD;THERM_CI;THERM_DE;THERM_DH;THERM_EP;THERM_FB;THERM_FD;THERM_FE;THERM_IR;THERM_NS;THERM_MS;THERM_AS;THER_ATH;THERM_BL;THERM_CA;THERM_WH;THERM_EV;THER_FEM;THERM_HI;THERM_HO;THERM_IM;THERM_JE;THERM_MU;THERM_PR;FEAR_MUG;FEAR;FEAR_STA;FEAR_MUR;FEAR_BRU;FEAR_RAP;FEAR_HAT;FEAR_SHO;COMP_ABD;COMP_GAN;COMP_TRA;COMP_RIO;COMP_PED;COMP_SCH;COMP_SER;COMP_RAP;CRIM_JUS;CRIM_EMP;CRIM_MOR;CRIM_EVI;CRIM_MED;CRIM_MEN;CRIM_BIA;PUN_SENT;PUN_DEAT;PUN_APPE;PUN_STRI;PUN_CAST;PUN_PRIV;PHOB_BLO;PHOB_ANI;PHOB_CLO;PHOB_DRO;PHOB_FLY;PHOB_GHO;PHOB_HEI;PHOB_SPE;PHOB_CLA;PHOB_STR;PHOB_DAR;PHOB_ZOM;PPAGE;PPAGECAT;PPAGECT4;PPEDUC;PPEDUCAT;PPETHM;PPGENDER;PPHHHEAD;PPHHSIZE;PPHOUSE;PPINCIMP;PPMARIT;PPMSACAT;PPREG4;PPREG9;PPRENT;PPSTATEN;PPT01;PPT25;PPT612;PPT1317;PPT18OV;PPWORK;PPNET;I_RELIGION;I_AGE;I_EDUC;I_RACE;I_GENDER;I_FINCOME;I_MARITAL;I_REGION
22;4/16/2014;4/16/2014;17;1,8663;10;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;4;4;2;2;2;3;3;3;3;3;3;4;1;1;2;2;2;1;5;6;2;2;2;2;3;3;3;2;2;3;3;2;3;2;5;3;4;4;4;3;2;3;3;3;1;3;2;3;3;3;2;3;2;3;3;3;3;3;2;3;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;3;2;3;4;3;3;3;3;3;3;2;3;2;3;3;3;4;1;4;3;2;4;2;2;1;2;4;1;4;4;1;1;1;1;1;1;3;3;3;3;3;3;3;29;26;34;43;40;42;38;51;44;44;45;46;63;65;69;65;63;59;88;70;99;77;76;72;47;1;2;2;2;3;1;3;2;3;3;3;2;3;2;3;3;3;2;3;3;3;2;1;3;4;4;3;3;4;3;3;4;3;4;3;4;3;3;3;3;4;22;1;1;10;3;1;2;1;1;1;19;5;1;3;5;1;59;0;0;0;0;1;4;1;5;1;3;1;2;5;3;3
23;4/16/2014;4/16/2014;18;0,1843;1;UCC;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;6;2;3;4;2;4;4;4;3;3;4;3;2;2;2;2;2;2;3;4;2;1;2;1;3;3;1;2;1;2;2;1;3;1;2;5;5;5;3;4;3;4;4;4;2;4;3;4;4;4;2;1;1;2;2;2;1;1;1;1;1;4;2;2;3;3;3;3;3;1;4;3;4;4;3;4;3;4;4;4;3;3;3;3;3;3;3;3;1;2;1;1;1;1;6;2;3;1;3;4;4;4;1;1;1;3;3;1;4;2;4;1;1;1;2;1;1;1;0;41;12;6;8;0;13;6;0;0;0;0;55;7;63;63;61;62;8;51;9;50;84;16;15;4;3;4;4;4;4;4;4;2;2;1;2;2;4;4;3;1;1;1;1;1;1;4;1;4;4;3;4;1;2;4;4;4;4;4;4;4;4;4;4;4;65;6;4;13;4;1;1;1;5;1;16;1;1;1;1;1;16;0;2;1;0;2;1;1;1;4;4;1;1;5;1;1
24;4/16/2014;4/16/2014;27;0,481;2;Roman Catholic;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;4;7;4;2;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;6;7;3;1;1;1;3;1;2;1;1;1;1;1;1;1;3;2;4;3;2;3;3;3;3;3;1;4;1;1;4;4;2;1;2;3;3;2;1;2;2;4;2;4;1;1;1;1;1;2;1;1;1;2;1;1;2;4;4;4;3;4;2;2;2;2;3;2;2;3;1;4;3;4;3;4;4;2;4;2;4;2;4;4;2;4;4;1;1;1;1;1;1;4;4;4;4;4;4;4;66;92;50;55;40;87;58;76;74;47;26;50;61;78;68;68;70;24;69;76;73;70;74;74;12;3;3;4;4;4;4;4;4;3;4;3;4;2;2;3;4;2;2;2;4;3;1;3;3;4;3;4;4;3;4;4;4;4;4;4;3;3;4;4;4;4;38;3;2;13;4;1;1;1;3;2;18;1;1;1;2;1;22;0;1;0;0;2;1;1;2;2;4;1;1;5;1;1
25;4/16/2014;4/16/2014;18;0,425;4;Conservative;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;7;3;3;2;3;3;4;2;2;2;3;4;1;1;2;1;1;2;7;7;3;3;2;3;3;3;2;2;2;2;2;2;2;2;3;2;3;2;1;4;3;4;2;3;1;1;2;2;2;3;3;2;3;3;2;2;3;3;3;2;2;3;1;1;2;1;2;2;2;3;2;3;2;1;2;4;4;4;4;4;3;3;3;4;3;3;2;4;4;4;4;4;3;4;4;1;3;3;3;2;3;3;2;4;4;1;1;1;1;1;1;3;3;3;3;4;4;4;26;60;1;28;1;58;5;50;20;8;0;50;50;50;51;50;50;3;89;50;69;61;96;50;1;3;2;3;3;3;3;3;3;2;2;2;3;3;1;3;3;2;2;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;2;4;2;3;3;4;60;5;4;13;4;1;2;1;4;1;17;1;1;1;1;1;14;0;0;0;1;3;7;1;4;4;4;1;2;5;1;1
26;4/16/2014;4/16/2014;29;0,781;2;Catholic;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;7;2;3;2;2;4;4;4;2;3;3;3;2;2;;2;1;2;2;2;1;2;3;1;3;2;2;2;1;2;2;2;2;2;4;3;;3;2;3;2;2;3;4;1;3;2;3;3;3;2;2;3;2;3;2;2;2;3;4;2;4;2;2;3;3;3;3;3;3;3;4;4;4;3;3;3;3;4;3;2;2;2;2;4;1;3;1;1;1;3;1;1;1;4;2;3;1;2;2;2;3;2;2;2;3;3;2;2;3;3;1;1;1;2;2;1;1;10;75;75;75;65;45;75;50;25;25;50;0;75;40;50;75;75;50;50;35;50;50;75;10;50;3;1;3;3;4;4;1;4;3;2;2;2;3;2;2;2;2;3;2;2;3;2;3;3;1;1;1;2;2;4;3;4;3;4;4;4;4;3;4;4;4;56;5;3;13;4;1;1;1;3;2;16;1;1;3;5;1;54;0;0;0;1;2;4;1;2;3;4;1;1;5;1;3
27;4/16/2014;4/16/2014;22;0,4537;1;Grace;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;7;7;1;;2;3;3;4;2;3;2;3;2;2;2;2;2;2;2;2;4;3;2;2;2;3;2;3;2;2;2;2;2;3;2;5;5;5;5;2;3;3;3;3;3;;2;3;3;2;2;2;2;2;2;2;2;2;1;1;2;2;4;2;2;4;2;2;4;2;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;3;3;2;2;2;2;3;1;1;1;6;2;;3;3;3;3;1;1;1;1;3;3;3;3;3;3;1;2;2;2;2;2;2;1;5;5;1;1;1;1;1;1;1;1;1;72;7;37;11;63;76;5;65;1;38;88;1;44;3;3;4;3;3;4;3;3;4;4;4;4;4;4;4;4;1;2;1;2;2;3;3;1;3;2;2;2;1;3;2;4;4;4;4;3;3;3;3;3;4;67;6;4;9;2;1;1;1;2;1;13;1;1;3;7;1;74;0;0;0;0;2;5;0;1;4;2;1;1;4;1;3
28;4/16/2014;4/16/2014;1187;1,6804;3;Non specific;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;7;7;1;1;2;2;2;3;2;2;1;3;2;2;2;1;2;2;1;4;2;1;3;4;4;1;3;2;2;2;3;3;3;4;4;3;1;3;1;1;1;1;1;1;1;1;1;4;2;4;4;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;3;3;4;3;4;4;1;1;1;1;1;1;3;3;2;2;2;2;1;75;78;73;39;71;68;71;77;88;48;43;47;63;34;86;83;67;71;70;73;70;39;57;29;68;2;1;3;3;3;4;3;4;2;1;2;2;2;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;2;3;3;4;4;4;59;5;3;11;3;1;1;1;3;3;10;1;1;3;5;2;54;0;0;0;0;3;6;1;3;3;3;1;1;3;1;3
29;4/16/2014;4/16/2014;27;1,2241;1;Missionary Baptist;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;7;2;3;2;2;3;3;2;2;2;3;2;2;2;2;2;1;1;6;6;2;1;2;2;3;4;4;2;1;3;2;1;1;1;4;5;4;4;1;3;2;4;3;3;4;2;3;2;2;3;1;1;1;1;1;1;1;1;3;3;1;4;1;2;2;2;2;3;3;4;3;3;1;1;3;3;2;3;4;4;4;3;3;3;3;3;3;3;3;3;4;3;1;1;3;2;4;3;4;2;4;3;2;4;3;2;2;2;2;2;3;2;2;3;3;2;2;3;26;79;3;51;18;60;26;55;75;31;1;27;92;19;73;70;91;57;58;56;72;69;52;49;52;3;2;3;3;3;4;4;3;1;1;2;3;1;1;3;1;2;2;1;1;3;2;3;2;2;3;2;1;3;3;4;4;3;3;3;4;1;4;4;4;4;24;1;1;11;3;1;1;1;1;1;11;5;0;3;7;2;71;0;0;0;0;1;1;1;1;1;3;1;1;3;3;3
30;4/16/2014;4/16/2014;11;1,5664;7;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;4;5;2;2;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;7;7;1;4;4;4;4;3;3;3;4;4;4;4;4;4;5;5;5;5;5;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;5;2;2;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;50;50;87;78;50;50;50;50;50;50;60;50;50;50;50;50;50;50;50;50;50;50;50;50;50;4;4;4;4;4;4;4;4;4;4;5;5;5;5;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;20;1;1;5;1;4;1;1;2;1;7;5;1;3;7;2;74;0;0;0;1;1;3;1;4;1;1;4;1;2;3;3
31;4/16/2014;4/16/2014;28;0,2554;10;;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;7;4;2;2;3;3;3;2;2;2;3;4;2;1;2;2;2;2;6;6;2;2;2;2;2;2;2;2;1;3;2;2;3;1;4;4;4;5;3;2;2;2;2;3;1;2;3;3;2;3;3;2;3;3;3;3;4;3;1;4;1;4;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2;3;3;4;3;3;3;3;3;3;3;4;3;2;2;4;3;3;3;2;4;2;2;2;2;4;2;4;4;1;1;1;1;1;1;3;3;3;3;3;3;4;70;90;50;50;40;80;50;50;50;50;50;50;100;90;100;90;90;40;90;100;100;100;100;90;50;3;2;4;4;4;3;4;4;3;4;3;3;3;2;3;3;3;2;3;2;3;2;2;3;3;3;3;3;3;4;3;4;4;3;4;2;3;4;3;4;4;55;5;3;13;4;1;2;1;3;1;18;1;1;2;4;1;41;0;0;0;0;3;2;1;5;3;4;1;2;5;1;2
32;4/16/2014;4/16/2014;18;0,575;2;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;7;6;2;3;3;2;2;4;3;3;3;4;3;1;1;2;2;1;2;4;4;3;2;2;1;3;3;3;2;1;3;4;3;4;1;3;4;2;2;2;3;3;3;3;3;1;2;2;2;3;3;2;2;2;2;3;3;2;1;2;4;3;4;3;3;3;3;3;3;3;3;4;4;4;4;4;3;3;4;4;4;4;3;3;3;4;4;4;4;2;2;4;1;1;1;6;2;4;2;3;2;3;4;3;4;4;1;1;1;1;;1;2;2;3;3;3;3;2;50;60;70;70;60;45;50;30;50;20;65;2;99;3;33;72;91;40;30;50;93;65;31;41;29;2;2;4;4;4;4;4;2;2;2;2;3;2;2;3;2;2;2;1;;2;2;3;1;2;2;;3;2;3;3;4;3;4;4;3;2;3;3;4;4;65;6;4;13;4;1;2;1;2;1;16;1;1;1;1;1;14;0;0;0;0;2;5;1;2;4;4;1;2;5;1;1
33;4/16/2014;4/16/2014;608;0,9101;3;Non denomination;0;0;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;2;8;6;1;1;1;4;4;4;3;1;4;4;1;2;2;2;2;2;2;2;1;1;1;3;1;2;2;2;2;1;2;2;1;2;1;4;4;5;5;3;4;2;3;3;4;1;2;3;1;1;3;2;2;1;2;2;1;2;4;3;2;2;3;3;2;3;3;3;3;3;4;4;3;4;3;3;3;3;3;3;3;2;3;1;2;2;1;2;2;2;2;3;2;2;2;4;2;3;2;3;3;3;2;2;3;2;2;2;2;2;2;4;3;3;1;2;3;2;2;57;60;64;64;52;18;62;59;63;51;50;51;89;65;93;83;94;93;82;94;87;88;89;51;51;3;3;2;3;4;2;4;3;3;3;2;4;3;1;3;2;2;2;2;4;2;1;2;3;4;3;2;2;2;2;3;4;4;4;4;3;4;3;3;4;4;23;1;1;12;4;1;2;1;2;3;1;5;1;2;4;2;47;0;0;0;0;2;1;1;3;1;4;1;2;1;3;2
35;4/16/2014;4/16/2014;20;0,1909;1;presbyterian;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;3;4;3;2;2;3;3;3;2;2;3;3;2;1;2;2;1;2;4;2;2;3;3;3;3;3;3;2;3;3;3;3;3;3;4;5;5;2;2;3;3;3;3;3;;2;3;3;3;3;3;2;2;2;3;2;2;3;3;3;3;4;2;1;2;1;1;2;1;1;2;;1;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;2;3;4;3;1;4;4;4;4;4;4;2;3;4;1;1;1;1;1;1;3;3;2;3;3;3;3;75;75;75;30;60;50;50;50;50;50;20;50;90;90;90;90;90;90;40;90;90;90;90;90;50;3;1;3;3;4;3;4;3;3;3;3;3;;1;3;3;2;2;3;3;3;1;2;3;4;3;2;4;3;2;3;4;3;3;4;2;3;2;3;3;4;49;4;3;14;4;1;2;1;3;1;19;1;1;2;3;1;33;0;0;0;1;2;1;1;1;3;4;1;2;5;1;2
36;4/16/2014;4/16/2014;38;1,2017;1;First United Presbyterian Church;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;7;2;1;4;2;3;4;3;3;3;3;2;2;2;2;2;2;2;1;4;2;4;3;2;3;2;2;2;1;4;2;2;3;1;5;5;5;2;3;4;4;4;4;4;4;3;2;3;3;2;2;2;2;3;2;3;3;3;3;4;3;1;2;3;3;3;2;4;3;3;4;4;3;4;3;4;4;4;4;4;4;4;3;4;4;2;4;4;2;4;4;1;3;1;6;1;4;1;2;3;2;2;1;3;1;2;2;2;2;2;2;3;2;2;3;3;2;2;50;78;76;51;51;0;73;51;55;2;50;5;100;99;100;100;99;100;100;100;100;100;100;100;100;4;3;4;4;4;3;4;4;3;3;2;5;2;2;3;3;3;1;1;2;3;2;4;2;3;2;2;1;3;4;4;4;4;4;4;4;4;4;4;4;4;69;6;4;9;2;1;2;1;2;1;13;1;1;1;2;1;23;0;0;0;0;2;5;0;1;4;2;1;2;4;1;1
37;4/16/2014;4/16/2014;25;1,2083;1;Methodist;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;7;2;1;2;3;3;3;3;3;3;3;3;1;2;2;2;1;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;3;3;3;2;3;3;4;3;3;2;2;3;2;2;3;2;2;3;3;3;2;2;3;3;4;3;4;1;1;3;3;3;3;3;4;3;3;3;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;3;4;4;2;4;2;2;3;2;3;2;3;3;2;2;2;2;2;2;3;2;2;3;2;2;2;97;95;91;97;70;80;81;93;57;87;86;50;53;52;51;51;77;52;51;50;51;50;51;50;50;4;3;4;4;4;4;4;4;4;4;4;4;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;3;3;4;4;4;4;3;3;3;3;3;4;70;6;4;9;2;1;1;1;2;1;12;1;0;1;2;1;21;0;0;0;0;2;5;1;1;4;2;1;1;3;1;1
38;4/16/2014;4/16/2014;50;0,605;1;Methodist;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;7;3;3;2;3;4;4;4;4;4;3;4;2;2;2;2;2;2;2;4;3;2;2;2;3;2;2;2;3;3;3;2;3;3;5;5;5;2;4;4;3;4;3;3;1;4;1;4;4;2;1;2;2;2;2;2;2;1;2;4;2;4;2;2;2;1;1;2;1;1;2;2;1;1;1;2;2;2;3;2;1;2;1;3;2;1;3;2;1;4;1;1;1;1;3;2;3;2;3;3;3;3;1;3;3;3;4;3;2;2;3;2;2;2;3;4;3;1;9;40;1;13;3;8;28;2;2;1;0;4;75;51;64;79;85;50;29;72;39;50;73;28;50;3;2;4;2;2;3;3;3;2;2;2;2;3;1;3;3;3;2;2;2;2;2;3;3;4;3;2;2;3;4;3;4;4;4;4;3;4;4;4;4;4;81;7;4;13;4;1;1;1;2;3;15;1;1;3;7;2;74;0;0;0;0;2;5;1;1;4;4;1;1;4;1;3
39;4/16/2014;4/16/2014;27;0,3901;10;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;3;7;5;2;2;2;2;4;3;2;3;2;4;2;2;2;2;2;2;6;6;1;2;2;2;2;3;3;2;1;3;2;2;3;2;3;3;4;5;2;3;3;4;3;3;1;2;2;2;2;4;2;2;2;2;3;3;2;3;3;3;3;4;3;1;2;2;2;2;2;2;2;2;2;2;3;4;4;4;4;4;4;4;3;3;4;4;3;3;4;3;4;4;2;4;6;2;4;2;2;3;2;4;2;4;4;1;1;1;1;1;1;3;3;3;3;3;3;2;49;64;83;87;66;77;76;81;67;61;63;50;71;82;83;78;88;81;79;69;85;73;88;74;53;4;3;4;4;4;4;4;4;2;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;3;3;2;3;1;4;3;4;4;3;4;3;3;3;3;3;4;70;6;4;9;2;1;2;1;2;2;13;1;1;2;3;1;32;0;0;0;0;2;5;1;5;4;2;1;2;4;1;2
40;4/16/2014;4/16/2014;20;1,5507;10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;7;4;2;3;2;4;4;3;3;;4;4;2;2;2;2;2;2;4;4;2;3;3;2;3;2;2;4;1;2;3;2;2;2;3;3;3;3;3;2;2;2;3;3;4;4;1;4;4;4;2;2;2;2;3;2;2;1;1;2;2;4;1;1;2;1;1;2;1;1;3;2;2;3;2;4;4;4;4;4;4;;3;3;4;2;4;2;3;3;3;2;2;2;6;1;4;2;4;1;4;4;1;4;4;1;1;1;1;1;1;2;2;2;3;2;2;2;34;85;39;26;49;47;41;64;28;5;21;25;73;93;51;51;54;54;46;45;73;67;64;62;57;4;3;4;4;4;4;4;3;4;3;3;4;3;2;3;3;2;2;3;2;3;1;3;3;3;2;2;2;1;3;4;4;3;3;4;1;4;3;4;3;4;43;3;2;12;4;1;1;1;4;1;16;1;1;3;6;1;62;0;0;1;1;2;1;1;5;2;4;1;1;5;1;3
41;4/16/2014;4/16/2014;15;0,4822;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;3;2;1;2;;3;3;3;2;3;4;2;1;2;2;2;1;1;4;6;3;2;4;3;3;3;2;2;2;2;3;2;2;2;;3;3;4;1;2;1;3;2;2;4;2;1;2;4;3;1;1;2;1;2;2;1;4;2;2;3;4;3;1;2;2;2;3;2;2;2;3;3;2;2;3;4;4;2;4;3;3;3;2;2;3;2;4;4;3;4;4;3;4;3;2;3;2;3;3;3;3;2;2;3;2;2;2;2;2;2;2;3;3;2;3;2;3;96;100;52;53;73;51;68;23;75;66;98;49;44;32;51;67;54;44;32;58;66;65;69;66;5;4;3;4;2;2;4;2;2;3;4;3;4;3;2;3;3;2;2;1;2;2;2;2;4;2;3;3;3;3;3;2;4;2;1;4;2;2;2;3;4;4;38;3;2;7;1;5;1;1;4;1;9;1;1;4;8;2;86;0;0;1;1;2;1;1;2;2;1;3;1;2;1;4
42;4/16/2014;4/16/2014;37;0,584;9;Unitarian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;7;5;2;3;2;3;3;3;2;3;3;4;1;1;2;2;1;2;5;7;3;3;3;3;2;3;3;2;1;3;2;1;2;1;2;2;3;4;1;3;2;3;2;3;1;2;2;3;2;3;2;2;2;3;3;3;2;4;3;4;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;3;4;4;3;3;3;4;3;4;3;3;4;4;3;4;3;4;2;2;4;2;3;3;4;4;2;4;4;1;1;1;1;1;1;4;3;3;3;4;3;3;50;50;50;50;50;51;51;51;50;50;50;50;80;80;80;50;80;51;80;80;80;80;50;50;25;3;3;4;4;4;3;4;4;3;3;3;3;3;3;3;3;3;2;3;4;2;2;3;3;4;3;4;3;3;4;3;4;3;3;4;3;3;3;4;3;4;58;5;3;12;4;4;2;1;2;1;12;1;1;2;4;1;41;0;0;0;0;2;1;1;4;3;4;4;2;3;1;2
43;4/16/2014;4/16/2014;31;0,9634;2;Roman Catholic;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;7;3;3;2;3;2;3;2;2;2;2;2;1;1;2;2;2;2;5;6;1;2;2;2;3;2;2;2;1;3;4;2;4;2;2;1;3;2;1;2;2;4;1;1;1;3;2;3;3;3;1;2;3;3;3;2;2;1;1;1;1;1;3;1;2;2;2;2;3;2;3;3;3;4;4;3;3;3;3;3;3;3;1;2;3;2;2;3;1;1;2;1;1;2;5;1;2;2;3;3;2;2;2;3;3;2;2;2;2;2;2;2;2;3;3;2;2;3;78;77;54;64;43;70;65;49;58;49;48;40;78;61;72;74;73;73;73;73;73;73;73;73;73;3;3;2;1;3;2;2;2;1;1;2;3;2;1;1;1;2;2;3;1;2;3;2;2;3;3;3;1;2;4;3;4;1;4;4;2;3;4;3;3;4;67;6;4;9;2;1;2;1;2;1;6;1;1;1;2;1;23;0;0;0;0;2;5;1;2;4;2;1;2;1;1;1
44;4/16/2014;4/16/2014;24;0,8182;1;lutheran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;4;5;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;5;6;3;2;2;3;2;3;3;2;2;2;4;2;3;;2;4;2;;1;3;3;;2;3;2;1;3;2;2;3;2;2;1;1;1;2;2;3;3;4;3;4;1;1;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;2;4;5;2;3;2;2;1;2;3;3;3;3;2;2;2;2;2;2;;;;;;;;50;60;50;50;48;50;50;40;29;41;52;38;53;50;57;61;51;45;49;56;54;51;55;43;53;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;3;4;3;4;4;3;2;2;3;3;4;69;6;4;8;1;1;1;1;2;1;16;1;1;2;3;1;31;0;0;0;0;2;5;1;1;4;1;1;1;5;1;2
45;4/16/2014;4/16/2014;81;1,8874;2;Roman Catholic;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;7;7;2;3;2;2;3;3;2;2;3;3;3;2;2;1;2;1;2;6;7;3;1;2;2;2;3;4;1;2;3;4;1;1;2;4;4;4;4;2;2;4;4;4;3;1;1;2;1;2;4;1;4;1;3;3;1;1;4;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1;3;3;2;2;2;2;2;3;3;2;3;4;1;4;6;2;4;1;3;2;1;3;2;4;4;1;1;1;1;1;2;3;3;3;3;3;3;3;50;100;100;75;75;100;75;100;75;75;100;75;100;100;100;100;100;75;100;100;100;100;100;100;75;2;2;2;3;2;2;2;2;3;2;2;3;2;1;2;2;3;3;2;3;1;1;2;2;2;2;2;2;2;1;2;2;4;4;3;2;3;3;1;3;4;18;1;1;8;1;1;2;0;5;1;16;5;0;2;4;1;42;0;0;0;1;4;1;1;2;1;1;1;2;5;3;2
46;4/16/2014;4/16/2014;58;0,56;1;Methodist;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;4;7;7;1;1;3;2;4;4;4;4;4;4;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;3;3;2;3;3;3;2;5;5;3;3;3;4;4;4;1;2;3;2;3;2;3;3;3;3;3;3;3;1;1;2;1;1;1;4;2;2;2;2;2;2;3;2;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;2;3;2;4;2;2;3;2;3;4;2;1;4;4;4;4;4;4;3;3;3;3;3;3;3;50;50;50;50;75;50;75;25;50;50;75;50;50;0;100;100;100;100;50;100;0;50;100;50;50;3;3;3;3;4;4;4;3;2;3;2;2;1;1;1;1;2;2;1;1;1;2;3;1;3;2;1;2;1;4;1;4;1;4;4;2;3;;3;4;4;75;7;4;9;2;1;2;1;1;1;7;2;1;1;2;1;23;0;0;0;0;1;5;1;1;4;2;1;2;2;2;1
