RESPID;DEVICETYPE;Q1;Q2;Q3;Q4;Q5;Q6;Q9A;Q9B;Q9C;Q9D;Q9E;Q9F;Q9G;Q9H;Q9I;Q9J;Q9K;Q10A;Q10B;Q10C;Q10D;Q11A;Q11B;Q11C;Q11D;Q11E;Q11F;Q13A;Q13B;Q13C;Q13D;Q13E;Q13F;Q13G;Q14A;Q14B;Q14C;Q14D;Q14E;Q15A;Q15B;Q15C;Q15D;Q15E;Q15F;Q15G;Q15H;Q15I;Q15J;Q15K;Q15AA;Q15AB;Q15AC;Q15AD;Q15AE;Q15AF;Q15AG;Q15AH;Q15AI;Q15AJ;Q15AK;Q15AL;Q15AM;Q15AN;Q16A;Q16B;Q16C;Q16D;Q16E;Q16F;Q16G;Q16H;Q16I;Q16J;Q16K;Q16L;Q16M;Q16N;Q16O;Q16P;Q17A;Q17B;Q17C;Q17D;Q17E;Q17F;Q17G;Q17H;Q17I;Q17J;Q17K;Q17L;Q17M;Q17N;Q17O;Q17P;Q17Q;Q17R;Q18A;Q18B;Q18C;Q18D;Q18E;Q18F;Q18G;Q18H;Q19A;Q19B;Q19C;Q20A;Q20B;Q20C;Q20D;Q20E;Q22A;Q22B;Q22C;Q22D;Q22E;Q22F;Q23A;Q23B;Q23C;Q23D;Q23E;Q23H;Q23I;Q23J;Q24;Q25;Q26A;Q26B;Q26C;Q26D;Q26E;Q28A;Q28B;Q28C;Q28D;Q29;Q30;Q31;Q32;Q27A;Q27B;Q27C;Q27D;Q33A;Q33B;Q33C;Q33D;Q33G;Q21;INT5;Z8;Z8A;EDUCATION;EDUC;Z4;Z5;EMPLOY;Z9;Z9A;Z9B;NEWINCOME;VOTER;PAGEFINAL;PGENDER;PRACE;PREGION;PMSTATUS;PADULTS;PPARENT;PAGE1;PAGE2;PRELIGION;LENGTH;WEIGHT1_TRIM;I_GENDER;I_AGE;I_MARITAL;I_REGION;I_RELIGION
1842;4;4;8;3;3;4;1;5;5;4;6;6;6;6;6;6;5;2;2;2;2;1;4;3;4;2;3;4;3;4;3;4;2;4;4;3;4;2;3;3;2;4;3;3;4;3;2;1;3;4;1;1;1;2;2;1;4;3;2;2;1;1;1;1;1;4;2;4;4;4;4;4;3;4;4;3;3;3;4;3;3;2;2;2;4;3;4;3;4;4;3;3;3;4;4;2;3;4;3;3;4;3;4;4;4;3;3;3;1;2;4;3;3;3;4;2;3;3;3;3;3;1;4;3;2;4;4;3;3;2;2;3;3;3;3;3;3;3;3;3;1;1;3;1;3;3;3;3;3;3;3;3;3;2;2;5;;5;3;2;;2;1;;;1;1;1;2;1;4;2;4;1;21;;10;21,68333333;2,0821;2;;2;4;3
1844;1;3;7;2;2;2;1;5;6;4;1;1;5;6;2;6;3;6;2;2;3;3;3;3;3;4;4;4;3;5;5;5;3;3;3;4;4;2;3;1;3;3;3;4;4;3;4;4;2;4;4;1;2;1;3;2;4;2;4;2;2;2;2;2;2;4;4;3;2;4;3;4;4;4;4;3;4;2;4;4;4;3;4;4;4;3;4;4;4;3;3;3;3;3;4;2;2;3;2;4;4;3;5;3;4;4;4;3;1;2;4;2;2;4;4;2;3;3;3;3;2;2;3;2;3;3;4;4;3;2;2;4;2;3;4;3;3;3;3;3;2;2;3;1;3;3;2;3;4;2;3;3;2;1;2;4;2;4;3;3;1;3;6;;;6;1;4;2;1;1;3;2;2;69;;5;14,85;0,6287;2;;3;1;1
1849;1;2;6;2;4;4;2;2;1;1;4;4;5;5;2;5;3;2;3;3;3;3;3;2;3;3;3;3;3;4;4;2;3;3;4;4;4;3;2;3;3;4;4;4;3;4;3;4;3;3;4;3;4;3;3;3;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;4;4;2;3;2;3;2;2;2;2;3;2;2;3;2;2;2;2;4;3;3;3;4;2;2;2;2;1;1;3;1;3;3;3;2;3;1;3;4;3;1;1;8;;8;4;1;;1;8;;1;12;1;2;1;6;4;3;2;1;41;;990;7,05;0,5048;1;;3;4;5
1850;1;2;2;4;6;6;2;3;2;1;2;3;2;2;2;5;2;4;4;3;3;3;2;2;2;2;2;2;4;5;5;5;4;4;4;4;4;3;3;3;3;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;4;4;3;4;3;2;3;2;2;4;4;4;4;4;4;4;4;3;4;3;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;2;3;3;3;4;3;4;3;4;4;3;4;4;2;4;2;2;2;3;3;3;2;3;3;3;3;2;3;3;2;3;3;2;2;2;1;3;3;2;2;3;2;2;2;2;2;2;1;1;3;3;3;3;1;1;4;4;3;1;2;4;1;3;3;3;1;3;6;;;6;1;4;1;1;1;3;3;2;69;;990;23,15;1,5701;1;;3;1;5
1852;4;3;7;2;4;3;1;6;2;2;3;6;6;6;3;5;3;5;2;1;2;2;4;4;2;3;4;4;1;5;4;1;2;4;4;2;3;4;2;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;2;4;2;4;1;3;3;3;3;3;1;1;2;1;4;1;4;1;4;2;2;2;3;4;4;2;4;4;4;4;2;4;4;4;4;4;4;4;2;2;4;3;3;3;3;5;1;5;3;4;3;3;3;1;1;4;2;2;2;4;1;4;4;4;4;2;2;3;3;2;4;3;3;3;2;2;3;2;2;4;3;3;3;3;3;2;2;2;1;3;4;2;3;4;4;2;3;2;2;2;6;;6;4;1;;1;8;;2;13;1;2;2;3;4;3;2;1;30;;997;13,3;0,7213;2;;3;4;4
1853;2;2;3;2;6;6;2;5;5;3;4;5;5;5;3;3;3;2;3;3;2;2;2;2;2;2;2;2;2;1;3;3;3;4;3;2;3;2;3;3;3;2;2;2;2;1;2;3;2;2;3;3;3;2;3;3;4;3;3;4;3;3;3;3;3;4;4;4;4;4;4;4;3;4;4;3;4;3;4;3;2;3;3;4;3;3;4;3;3;4;3;3;3;4;4;3;4;4;4;3;1;4;2;4;4;3;3;3;1;4;2;2;1;1;2;3;2;2;2;2;4;2;3;2;3;2;3;2;2;2;2;4;4;3;2;3;1;1;1;1;2;2;2;2;2;1;2;2;1;1;4;4;3;2;1;5;;5;3;2;;2;5;;;5;1;2;2;3;2;4;2;1;33;;2;7,716666667;0,2339;2;;4;2;2
1854;2;3;7;2;2;2;1;2;6;2;6;2;6;6;2;5;6;2;3;3;3;3;4;4;4;4;4;4;3;5;4;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;3;3;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;1;2;3;4;1;3;4;3;4;3;2;3;4;1;2;3;3;3;2;2;4;4;3;4;3;3;3;3;3;1;1;1;1;2;3;2;3;4;3;2;3;1;1;1;5;;5;3;1;;1;8;;1;12;1;2;1;3;4;6;1;2;37;;7;12,21666667;0,3244;1;;4;4;4
1856;4;4;9;2;2;4;4;5;6;4;4;6;4;6;2;6;6;2;3;3;4;3;3;4;3;4;4;3;3;5;4;3;3;4;4;4;4;3;3;3;3;4;4;3;4;3;3;4;3;3;3;4;3;3;3;2;4;4;4;4;3;3;3;3;3;4;4;2;3;4;4;3;2;4;4;4;4;3;4;3;3;4;3;4;4;3;4;3;3;4;3;3;3;4;4;3;3;3;3;4;3;4;5;4;4;5;5;3;3;4;3;2;2;3;3;3;2;2;3;2;3;2;3;2;2;3;3;2;2;2;2;2;1;4;4;4;2;2;2;2;1;1;1;1;3;2;1;2;2;2;3;3;3;2;2;3;;3;2;3;2;4;7;;;7;2;1;2;1;4;3;2;1;28;;999;12;0,8752;2;;3;4;
1857;4;2;2;2;2;1;1;4;6;4;5;5;6;6;3;6;5;2;3;2;4;3;3;3;3;3;3;4;3;5;3;5;3;4;4;3;3;2;1;2;4;4;4;4;4;3;4;4;4;4;4;3;4;3;2;3;4;1;3;1;2;2;1;1;1;4;4;3;3;4;3;3;4;4;4;2;1;2;4;1;3;3;4;4;4;3;4;4;4;3;3;2;3;3;4;3;2;4;3;1;4;1;2;1;1;1;1;3;1;1;4;3;2;3;4;1;4;4;4;2;1;1;4;2;2;2;4;2;4;2;2;4;3;2;2;2;3;3;3;3;1;1;3;1;2;3;4;3;4;4;1;4;1;1;2;4;2;4;3;3;1;3;6;;;6;1;3;1;1;4;3;3;2;64;;997;19,15;1,4364;1;;3;4;4
1859;4;3;2;3;4;4;4;6;3;3;6;6;6;6;6;6;6;2;2;1;1;1;2;2;2;2;2;2;2;4;1;4;4;3;3;2;3;3;3;2;2;3;3;3;3;3;2;3;2;2;1;3;2;2;4;1;4;4;4;4;2;2;2;2;2;3;1;2;3;4;3;3;1;2;4;2;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;5;4;4;5;5;2;2;4;2;2;2;1;3;2;2;4;2;3;3;2;3;2;2;2;3;2;3;1;1;4;3;2;2;2;2;2;2;2;2;2;2;2;4;2;2;3;2;2;3;3;2;1;1;4;1;3;3;3;5;7;4;;;4;2;1;1;5;4;4;5;2;27;;997;8,366666667;3,9553;1;;4;4;4
1861;1;2;2;5;4;5;2;6;6;3;6;6;6;6;6;6;6;3;4;3;4;3;3;3;3;3;3;3;3;5;5;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;2;2;3;3;1;1;3;3;2;2;3;4;2;3;4;3;3;2;2;4;4;3;3;4;2;2;2;2;1;1;1;1;4;4;4;3;3;1;4;3;3;1;1;4;2;4;3;2;;2;1;;;1;1;1;1;1;3;1;1;2;19;;990;9,95;0,5309;1;;1;3;5
1866;4;3;6;1;4;4;1;5;5;5;5;5;3;4;3;3;5;2;2;1;1;1;1;1;2;1;1;3;1;1;1;3;1;3;3;2;2;2;2;2;4;4;3;4;1;1;1;4;2;2;3;2;3;1;2;2;4;4;4;2;2;2;3;2;1;4;1;1;3;4;4;3;4;4;2;1;2;1;4;1;2;4;1;4;4;4;2;1;1;4;4;4;2;4;1;1;1;1;1;5;1;4;5;4;4;2;2;1;2;1;2;4;2;1;3;3;4;3;3;3;4;3;3;2;2;2;4;3;2;1;1;4;2;2;1;3;2;1;1;1;1;2;2;1;2;2;2;2;4;3;1;2;2;2;1;3;;3;2;3;5;7;9;;;17;1;2;1;1;4;4;999;999;41;;1;10,95;0,7784;1;;4;4;1
1867;4;3;5;2;4;4;1;6;6;2;3;2;6;2;2;6;2;1;3;3;3;1;4;4;4;4;4;4;1;3;1;1;2;3;2;4;3;4;4;4;4;4;4;2;2;4;4;4;1;4;3;3;4;3;4;2;4;3;4;4;4;3;2;4;3;3;3;4;2;2;4;3;3;2;3;2;1;4;2;2;3;4;3;4;4;3;4;4;4;4;4;2;3;4;2;4;3;4;3;5;4;5;4;5;5;4;4;4;3;3;4;2;2;2;2;2;2;2;2;3;2;2;3;2;1;3;3;2;2;2;2;3;3;3;3;3;2;2;2;3;2;2;2;2;2;2;3;3;4;1;1;2;1;1;2;3;;3;2;1;;1;2;;;2;2;2;1;1;1;1;3;1;35;;2;13;3,9553;1;;1;1;2
1869;2;4;8;2;4;7;2;3;1;1;1;6;1;1;3;6;6;5;4;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;4;4;1;4;1;1;2;2;1;1;1;4;1;2;1;1;1;4;4;1;4;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;4;1;4;4;1;1;4;1;4;1;4;2;1;4;3;1;2;1;1;3;2;3;2;3;3;3;1;1;2;2;4;2;3;3;3;1;1;1;1;2;2;3;2;3;3;3;3;1;1;4;4;4;1;1;8;;8;4;3;2;4;6;;;6;1;4;1;2;3;3;3;2;70;;5;31,2;1,0251;1;;3;3;1
1870;2;3;5;2;4;6;2;5;5;3;5;5;2;3;2;4;2;2;2;1;1;1;3;1;1;1;3;2;2;4;3;4;1;3;3;4;2;3;3;2;3;3;3;3;3;3;2;4;2;2;2;4;4;3;4;2;4;4;4;4;3;2;3;2;1;3;2;2;3;4;2;1;3;3;4;3;3;3;4;2;3;2;1;1;1;1;2;1;1;1;1;2;1;2;2;1;1;2;1;5;4;4;4;4;4;4;4;3;2;2;1;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;1;2;3;1;3;3;3;3;3;3;3;3;3;2;1;4;1;3;3;2;;2;2;;;2;1;1;2;2;2;2;2;1;29;;1;19,11666667;0,7288;2;;2;2;1
1874;4;3;2;5;4;5;4;2;6;3;5;4;6;6;3;3;4;2;1;1;1;1;3;1;1;2;2;1;1;5;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;1;3;1;4;4;3;3;1;1;1;2;1;3;3;3;2;4;1;1;3;3;3;3;1;3;3;1;3;1;1;1;3;1;1;1;1;3;1;1;1;1;1;1;1;1;1;5;2;4;5;4;4;5;5;3;1;2;2;4;2;2;4;3;2;3;3;3;3;2;2;1;3;2;3;2;2;1;1;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;3;2;3;3;3;2;2;3;;3;2;2;;2;1;;;1;1;1;2;1;2;1;2;2;27;;990;29,56666667;1,5478;2;;1;2;5
1875;2;3;7;2;2;7;2;1;2;1;1;4;2;4;1;2;3;2;2;2;2;1;2;2;3;3;3;3;2;2;3;5;2;3;3;3;3;2;3;3;1;1;1;1;1;1;1;3;1;2;1;1;1;1;1;1;4;3;3;3;3;1;1;1;1;3;3;2;1;2;1;2;1;4;3;3;3;3;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;4;2;3;4;3;3;3;2;3;2;2;2;3;3;3;2;2;3;2;3;2;3;2;3;2;3;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;3;2;3;2;1;1;3;2;3;2;1;4;2;4;3;3;1;3;6;;;6;1;4;2;2;3;3;2;2;65;;8;20,3;1,8701;2;;3;3;1
1876;4;1;1;5;4;4;4;6;5;4;6;5;6;6;5;5;4;4;1;1;1;2;1;1;1;1;1;1;1;4;2;1;1;4;3;2;4;2;2;1;3;3;1;3;3;1;3;2;3;2;3;2;1;1;3;3;4;3;3;3;1;2;1;1;1;4;4;3;1;3;3;2;1;3;4;2;1;3;2;2;3;2;3;1;3;2;1;2;3;2;2;1;2;1;3;3;2;2;2;3;1;4;1;3;3;2;2;2;1;3;1;3;3;1;3;3;2;2;2;2;3;2;3;2;3;3;2;2;3;2;1;3;4;1;1;2;2;2;2;2;2;2;3;2;4;4;4;3;2;2;3;4;2;1;2;3;;3;2;1;;1;6;;;6;2;2;1;1;3;3;2;1;33;;990;17,5;0,9252;1;;3;3;5
1877;2;2;2;4;5;5;2;6;6;3;6;6;2;6;6;4;6;3;2;1;2;1;2;1;1;1;2;2;2;5;2;2;2;4;3;2;3;2;2;2;1;1;1;1;2;2;1;1;2;2;1;3;1;2;4;1;4;4;2;3;2;2;1;1;1;1;3;3;3;4;2;3;3;2;2;2;2;1;2;3;3;2;2;1;1;2;1;1;1;1;1;2;2;2;1;2;2;2;1;5;3;4;3;4;4;5;5;2;2;4;1;4;4;2;2;4;1;1;1;1;3;2;2;2;3;2;2;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1;1;4;4;3;2;2;3;;3;2;1;;1;5;;;5;1;1;1;5;4;3;3;2;99;1;2;15,28333333;0,6605;1;1;3;4;2
1878;1;4;8;2;3;3;1;6;6;6;3;5;6;6;2;6;6;5;3;3;3;3;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;1;3;4;3;2;2;3;3;3;2;4;3;2;2;2;3;3;2;2;3;1;3;3;3;2;2;2;2;1;1;3;2;3;2;3;3;2;2;3;3;3;2;2;6;;6;4;2;;2;3;;;3;1;3;2;1;4;5;3;2;61;;997;9,083333333;2,2019;2;;4;4;4
1879;4;1;1;4;7;4;2;6;3;1;5;6;5;5;5;6;1;3;4;3;4;3;2;2;2;2;2;1;2;5;4;4;1;4;3;4;4;1;2;3;4;4;2;2;2;1;1;2;2;1;1;2;2;2;2;1;4;4;2;4;2;3;3;3;1;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;3;1;3;4;3;2;3;3;4;4;2;2;4;3;4;1;4;3;4;4;1;4;1;1;4;1;3;3;1;2;4;1;1;1;2;4;2;2;2;2;2;1;1;1;2;2;2;4;2;2;2;1;1;1;1;1;1;1;2;3;1;2;1;1;1;4;3;4;2;2;7;;7;4;2;;2;6;;;6;1;2;2;1;4;3;2;2;49;;990;9,85;0,5071;2;;3;4;5
1880;1;1;2;4;3;2;1;1;1;1;2;5;6;6;2;6;5;6;3;3;4;4;3;3;3;2;4;4;4;5;5;5;4;4;3;4;4;3;3;3;2;4;4;4;4;3;3;3;2;4;3;3;3;2;3;3;3;2;4;3;3;3;2;1;3;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;3;2;4;3;4;3;4;4;4;4;3;2;2;3;4;3;3;3;3;1;4;1;4;3;4;3;2;4;2;2;4;3;1;3;4;2;2;3;4;3;2;2;3;3;2;2;3;3;3;2;2;3;4;3;3;2;3;3;3;3;1;1;1;1;3;2;3;3;3;2;3;2;3;1;2;8;;8;4;3;1;3;8;;4;15;1;4;1;1;4;3;2;2;78;;990;25,5;1,376;1;;3;4;5
1883;4;3;8;5;2;5;2;6;5;6;6;5;5;5;5;5;4;4;3;3;3;3;2;2;3;3;3;3;3;4;4;4;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;2;4;3;3;2;3;3;3;3;3;3;2;3;3;3;3;4;3;3;3;3;3;3;3;3;3;5;4;3;4;4;4;5;5;3;3;3;2;2;3;2;3;3;2;3;1;2;3;2;3;3;2;2;3;3;3;1;2;3;1;3;3;3;2;2;2;2;1;2;3;1;2;2;3;3;1;3;2;2;1;2;1;4;2;4;3;3;5;7;1;;;1;1;3;2;2;3;6;1;1;50;;997;17,9;1,2054;2;;4;3;4
1884;4;3;4;4;4;3;1;2;3;1;2;4;4;6;1;3;3;1;2;2;2;2;1;1;1;1;1;1;1;2;1;1;1;3;3;1;3;1;2;3;2;3;3;3;3;3;3;3;2;2;2;4;4;2;1;3;4;3;3;2;2;3;1;1;1;4;4;3;3;4;4;4;2;4;4;4;4;4;4;4;4;2;2;3;4;1;4;4;4;2;2;2;2;2;3;2;2;2;1;2;3;4;5;3;4;2;2;3;2;4;3;2;2;3;4;3;3;3;2;4;3;2;2;3;3;2;3;2;2;2;2;3;3;2;2;3;2;2;2;2;2;2;2;1;3;2;3;3;2;2;3;4;2;1;1;6;;6;4;1;;1;7;;;7;2;2;1;5;3;3;2;1;99;2;2;16,03333333;0,9113;1;2;3;3;2
1888;4;1;1;4;2;2;1;6;6;3;1;3;6;6;2;6;6;2;2;4;3;4;4;4;4;4;4;4;4;5;5;5;4;3;3;4;4;3;3;3;4;4;4;4;3;2;4;4;4;4;4;2;2;2;2;1;1;1;2;1;2;2;2;2;2;4;4;3;2;4;4;2;4;2;4;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;1;1;4;1;1;1;1;4;4;4;4;4;1;4;4;3;4;1;2;3;3;1;3;3;4;4;1;2;4;4;4;4;4;2;2;2;2;1;1;1;1;4;2;4;4;4;4;4;2;1;1;2;3;;3;2;3;5;7;7;;;7;1;3;1;1;1;3;2;1;51;;990;15,18333333;1,6081;1;;3;1;5
1889;4;3;3;3;4;4;2;4;6;3;5;5;5;6;4;2;6;2;3;3;3;3;1;1;1;2;2;1;2;5;3;3;2;4;4;1;1;2;1;1;4;3;3;3;3;4;4;4;2;2;3;2;2;1;2;3;4;4;3;2;2;2;2;2;2;4;4;4;3;4;4;3;2;3;4;3;2;3;4;3;3;3;1;3;3;3;1;3;3;1;2;3;3;3;3;2;1;3;3;2;1;4;1;4;4;3;3;2;1;2;1;2;3;1;3;4;1;1;1;1;4;2;2;2;3;2;3;2;2;1;2;3;3;1;1;3;2;2;2;2;2;2;2;2;2;3;2;3;1;2;3;3;2;2;1;4;2;4;3;3;5;7;1;;;1;1;2;2;2;1;1;1;2;42;;990;16,68333333;0,5061;2;;1;1;5
1890;4;3;2;3;6;7;2;6;6;3;6;6;6;6;6;6;2;3;2;2;2;2;2;1;2;3;2;1;1;5;2;1;1;3;2;4;4;2;2;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;4;4;1;4;1;2;1;1;1;4;4;4;4;4;4;3;1;3;4;1;2;3;3;3;4;1;3;2;2;1;1;2;1;1;1;3;1;2;2;2;2;3;2;4;1;4;1;4;4;1;3;3;1;4;1;3;3;1;3;4;1;1;1;2;4;1;1;2;1;2;3;1;1;2;2;3;3;1;1;3;1;1;1;1;2;1;3;1;4;3;1;2;1;1;4;4;4;1;1;3;;3;2;1;;1;3;;;3;1;1;1;2;3;1;1;2;26;;11;12,23333333;1,6402;1;;1;3;4
1895;2;1;1;4;7;4;2;3;5;3;6;6;6;6;4;6;6;2;3;1;3;1;3;2;2;1;2;2;2;1;1;1;1;3;3;3;3;2;2;1;1;1;2;1;2;1;1;3;2;1;1;2;1;1;4;1;4;4;4;4;1;3;3;3;2;4;3;2;2;4;2;3;3;4;4;4;3;1;4;3;3;3;3;3;1;3;1;2;1;1;2;3;2;3;4;2;3;4;3;3;1;3;1;4;4;1;3;2;1;4;1;4;4;1;3;3;1;1;2;2;4;2;2;2;3;1;1;2;2;2;2;3;4;3;1;2;1;1;1;1;2;2;1;1;1;2;1;3;1;1;4;4;4;1;1;5;;5;3;1;;1;6;;;6;1;1;1;5;4;3;2;2;29;;995;19,53333333;0,7298;1;;3;4;5
1896;2;3;3;3;4;4;2;6;3;6;1;6;4;1;1;3;1;2;3;2;2;2;3;4;3;2;4;2;3;4;3;3;4;4;4;3;4;2;1;4;4;3;4;2;3;2;3;4;2;2;2;2;2;3;1;2;4;4;1;4;2;4;2;2;2;3;4;2;2;4;2;4;3;4;4;4;3;4;4;3;1;2;4;2;4;2;3;2;2;1;1;4;3;4;3;4;3;4;3;3;1;4;3;4;4;2;2;3;1;4;2;4;3;1;3;3;1;1;1;1;4;3;2;1;4;1;1;2;2;2;2;4;2;3;2;2;1;1;1;1;2;2;2;2;4;2;2;4;1;1;4;4;4;2;1;8;;8;4;1;;1;7;;;7;1;1;2;2;1;2;2;2;27;;22;9,466666667;1,208;2;;2;1;3
1897;2;3;4;2;4;4;1;3;4;2;5;5;5;6;4;4;3;1;4;4;4;3;3;3;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;1;1;1;1;1;4;2;4;3;2;3;2;2;2;2;2;4;3;4;4;4;2;2;2;2;1;1;1;1;2;2;3;3;3;3;2;3;2;1;1;4;1;3;3;1;;1;6;;;6;1;1;1;2;3;2;2;1;27;;990;10,4;0,7693;1;;2;3;5
1903;2;3;5;2;2;2;1;6;6;3;6;6;6;6;6;6;6;2;3;3;2;2;4;4;4;4;4;4;1;1;1;1;4;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;1;3;3;2;3;1;3;2;2;1;1;3;2;2;2;2;2;4;4;3;3;4;3;3;3;4;4;3;1;3;4;3;3;1;2;1;1;1;3;1;2;3;1;1;3;2;1;3;3;3;2;2;1;1;5;2;2;5;5;3;1;1;4;3;2;1;4;1;3;4;4;4;2;2;2;2;2;2;2;2;3;2;1;4;2;3;3;2;3;3;3;3;2;2;2;2;1;2;2;3;4;4;2;3;2;2;1;5;;5;3;1;;1;4;;;4;1;1;2;1;4;1;1;1;26;;997;8,583333333;0,2481;2;;1;4;4
1904;4;3;7;4;6;5;2;6;3;3;4;1;6;6;1;4;2;1;2;1;3;1;1;4;2;2;1;2;3;1;4;1;1;3;2;1;1;3;3;3;3;3;2;1;3;4;3;3;3;1;2;3;1;2;1;2;1;2;1;4;3;4;1;3;4;3;3;1;1;1;3;3;1;1;1;3;2;3;1;3;2;2;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;5;1;4;4;3;3;5;5;4;4;4;1;1;2;1;2;4;1;1;1;1;1;1;2;-1;2;2;2;1;1;1;1;1;2;1;4;1;2;1;3;1;2;2;2;1;1;1;4;2;4;1;1;2;1;2;1;3;;3;2;3;5;7;1;;;1;1;1;2;2;3;2;3;1;28;;990;16,63333333;1,1435;2;;2;3;5
1906;4;1;1;5;4;4;3;6;6;5;5;5;6;6;5;5;6;4;3;3;4;3;3;3;3;4;3;4;2;5;3;3;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;4;3;4;3;4;3;3;3;4;4;4;4;4;3;4;4;3;4;4;3;4;4;4;4;3;4;4;3;3;4;4;3;3;4;4;4;4;3;4;4;4;4;4;3;3;4;4;3;3;3;4;4;4;4;5;4;4;5;5;3;2;3;3;2;2;2;3;3;3;3;3;3;3;2;3;2;3;3;4;3;3;2;2;3;3;2;2;3;3;2;2;2;2;2;3;2;3;2;2;4;2;2;3;3;2;1;1;3;;3;2;1;;1;5;;;5;1;2;1;1;4;3;2;1;31;;990;15,18333333;0,7778;1;;3;4;5
1907;2;1;1;4;4;4;2;6;6;1;6;3;3;3;6;6;6;1;1;1;1;1;2;3;3;1;3;3;3;4;3;3;3;4;4;4;4;3;4;3;2;3;4;3;4;3;3;4;2;3;2;3;4;2;2;3;4;4;2;2;3;3;2;2;1;4;4;3;4;4;4;3;2;3;4;1;3;2;4;3;4;3;4;3;3;3;3;4;4;3;2;4;4;4;4;3;4;4;4;4;2;4;3;4;3;3;4;4;2;4;2;4;3;2;3;4;3;2;2;3;3;2;2;3;3;2;3;3;2;2;2;3;4;3;3;3;1;1;2;2;2;1;3;2;4;1;4;3;2;1;4;4;4;1;1;6;;6;4;1;;1;8;;4;15;1;2;1;1;4;1;1;2;34;;990;16;0,6954;1;;1;4;5
1908;1;3;2;2;4;2;1;5;6;4;4;3;6;5;3;5;6;4;2;2;2;2;3;3;3;3;2;2;2;5;3;4;2;4;4;2;3;2;2;2;4;3;2;3;4;3;3;4;3;3;3;3;3;2;2;1;3;3;2;3;3;2;3;3;2;4;3;3;2;3;3;3;3;4;4;1;1;3;4;2;2;3;4;3;4;2;4;2;4;4;3;2;2;4;2;3;2;3;2;5;3;3;5;4;3;3;3;4;2;1;3;1;1;3;4;2;3;3;4;2;2;2;2;2;3;2;3;3;3;2;1;3;1;3;2;3;2;2;2;2;2;2;2;2;3;2;2;3;2;3;3;3;2;2;2;3;;3;2;2;;2;6;;;6;1;3;2;1;3;3;2;2;56;;1;17,03333333;0,4808;2;;3;3;1
