ID;QN1;QN2;QN3;QN4;QN5A;QN5B;QN5C;QN5D;QN5E;QN5F;QN5G;QN5H;QN6;QN7A;QN7B;QN7C;QN7D;QN7E;QN8;QN9;QN10;QN11;QN12;QN13A;QN13B;QN13C;QN13D;QN13E;QN14A;QN14B;QN14C;QN14D;QN15A;QN15B;QN15C;QN15D;QN15E;QN16A;QN16B;QN16C;QN16D;QN16E;QN16F;QN17A;QN17B;QN17C;QN17D;QN17E;QN17F;QN17G;QN17H;QN18;QN19;QN20;QN21A;QN21B;QN21C;QN21D;QN21E;QN21F;QN21G;QN22A;QN22B;QN22C;QN22D;QN22E;QN23A;QN23B;QN23C;QN23D;QN23E;QN23F;QN23G;QN23H;QN23I;QN23J;QN23K;QN23L;QN23M;QN23N;QN23O;QN23P;QN23Q;QN23R;QN23S;QN23T;QN23U;QN24A;QN24B;QN24C;QN24D;QN24E;QN24F;QN24G;QN24H;QN24I;QN24J;QN24K;QN24L;QN24M;QN24N;QN24O;QN24P;QN24Q;QN24R;QN24S;QN25A;QN25B;QN25C;QN25D;QN25E;QN25F;QN25G;QN26A;QN26B;QN26C;QN26D;QN26E;QN27A;QN27B;QN27C;QN27D;QN27E;QN27F;QN27G;QN27H;QN27I;QN27J;QN27K;QN27L;QN27M;QN27N;QN27O;QN27P;QN27Q;QN27R;QN28A;QN28B;QN28C;QN28D;QN28E;QN28F;QN28G;QN28H;QN29A;QN29B;QN29C;QN30A;QN30B;QN30C;QN30D;QN30E;QN30F;QN30G;QN30H;QN30I;QN31A;QN31B;QN31C;QN32A;QN32B;QN32C;QN33A;QN33B;QN33C;QN33D;QN34A;QN34B;QN34C;QN34D;QN34E;QN34F;QN34G;QN34H;QN34I;QN34J;QN34K;QN34L;QN34M;QN34N;QN34O;QN35A;QN35B;QN35C;QN35D;INCOME;STATE;METRO;REGION;DIVISION;OWNHOME;MSTATUS;EMPLOY;ADULTS;KIDS1217;KIDS611;KIDSLESS6;PARENT;AGE;AGE2;AGE3;EDUC;RACE;REGVOTE;SEX;RELIGION;DEVICE_TYPE;LENGTH;WEIGHTCV;WEIGHTNOCV;I_RELIGION;I_SEX;I_AGE;I_EDUC;I_RACE;I_MARITAL
993;4;8;1;1;1;2;2;4;1;1;2;3;1;2;2;2;2;2;3;2;2;1;1;2;3;3;2;3;3;3;4;3;0;2;0;1;29;3;4;3;3;4;3;4;5;4;4;4;4;4;3;2;1;3;2;3;3;1;3;4;4;4;3;3;3;4;4;4;3;3;4;2;4;4;3;3;4;3;3;3;2;4;3;2;3;3;3;4;4;4;4;4;3;4;4;3;4;4;4;4;3;4;4;4;4;4;3;4;4;3;4;1;1;4;1;4;4;4;4;4;4;4;3;4;4;4;4;3;3;4;3;4;3;3;3;3;4;4;4;4;4;4;4;4;4;2;4;3;3;2;3;2;2;3;4;2;4;4;4;3;3;1;2;1;2;2;2;1;4;4;3;4;2;1;1;3;4;1;3;1;1;4;4;4;4;2;IA;1;2;4;1;3;2;2;0;0;0;2;60;;3;6;1;1;2;8;2;32,55;0,2904;0,4057;1;2;3;3;1;3
997;3;8;3;1;3;4;2;3;1;3;4;4;1;3;3;3;2;2;3;4;7;1;2;1;3;4;1;6;3;3;3;3;0;0;2;0;30;3;3;2;3;3;3;3;4;3;2;2;3;3;2;2;1;2;3;4;3;3;3;4;2;2;2;2;2;2;3;2;3;3;4;1;2;4;3;3;2;1;3;3;1;4;4;1;1;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;4;3;1;2;3;1;4;3;4;4;3;3;4;2;4;3;4;3;3;3;3;4;4;3;3;4;3;3;3;3;3;3;3;3;3;4;2;4;3;3;3;4;3;3;3;3;4;3;3;4;3;2;2;2;1;2;2;4;1;4;4;1;4;3;1;1;3;3;1;3;1;1;3;3;3;3;3;NY;5;1;2;1;5;1;4;0;0;0;2;56;;3;6;1;1;2;2;2;19,216667;0,2872;0,4033;2;2;3;3;1;2
1001;3;2;5;3;;;;;2;2;3;3;2;3;3;1;3;3;3;4;6;1;2;2;4;2;2;6;3;3;3;3;12;15;10;5;5;1;1;1;1;1;1;3;5;2;4;2;3;4;2;2;2;3;3;2;2;2;3;4;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;3;2;1;2;2;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;2;4;4;4;4;3;3;4;2;2;2;3;3;3;3;3;3;3;2;4;3;4;2;4;2;3;3;3;2;2;2;2;3;3;4;4;4;2;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;1;2;2;2;2;4;4;3;4;3;4;3;1;3;3;3;1;4;3;3;4;3;1;2;4;NY;4;1;2;1;3;3;2;0;0;0;2;74;;4;4;1;1;1;2;1;17,716667;0,6662;1,029;2;1;4;2;1;3
1003;3;7;2;1;3;3;3;3;2;2;3;3;1;3;3;2;2;2;3;4;5;1;2;1;3;1;6;6;2;2;2;2;0;2;0;5;20;1;1;1;2;2;1;2;5;2;2;1;2;3;3;1;2;2;1;3;1;2;3;2;2;4;4;2;3;3;4;4;4;3;4;3;4;4;2;3;3;2;2;2;2;2;2;3;2;3;3;1;4;4;4;3;3;3;4;4;1;2;3;4;2;3;3;4;4;3;4;4;3;4;4;1;1;2;3;3;3;2;1;2;2;2;2;2;4;3;2;2;3;2;2;3;1;2;3;3;3;3;3;1;3;3;4;3;3;1;4;3;1;2;3;2;2;2;3;2;2;2;2;1;2;2;2;1;2;1;4;2;4;4;2;3;2;1;1;3;2;1;4;1;1;4;4;3;3;9;PA;1;1;2;1;1;1;2;0;0;0;2;40;;2;8;1;1;1;2;2;15,483333;0,442;0,2702;2;1;2;4;1;1
1004;4;9;2;1;2;4;3;1;1;1;1;3;3;3;3;3;2;2;4;4;4;1;4;2;5;3;2;4;4;4;4;4;0;30;0;0;28;3;3;4;4;4;4;4;5;4;4;4;4;4;3;1;1;3;2;3;3;2;2;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;3;4;4;4;3;3;3;4;4;4;4;4;2;3;2;4;4;3;4;4;4;4;4;4;4;4;3;3;3;1;3;1;2;1;2;3;3;2;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;4;2;3;2;3;3;2;2;4;2;4;4;3;4;3;2;3;3;4;4;4;4;3;2;2;1;2;1;2;2;3;1;1;3;4;4;3;2;1;3;2;1;3;1;1;3;4;4;3;7;CA;1;4;9;1;3;3;2;0;0;0;2;71;;4;7;2;1;1;1;1;31,066667;0,1981;0,2957;1;1;4;4;2;3
1005;2;4;1;1;1;4;3;3;1;1;1;2;1;2;2;3;2;2;2;1;1;4;4;6;6;6;4;6;2;2;1;1;5;15;10;15;3;2;2;2;1;1;3;1;5;1;1;2;3;2;4;2;1;2;2;3;2;3;3;4;4;2;3;1;2;2;3;3;3;3;3;3;3;4;3;2;1;2;2;2;2;2;3;2;1;1;1;4;4;3;4;3;4;4;2;4;3;2;2;4;1;1;3;4;3;2;3;3;2;3;3;2;2;2;3;3;1;2;4;2;3;4;2;2;3;3;2;1;2;3;3;1;2;3;3;1;3;2;2;2;2;2;3;2;3;2;3;3;1;3;2;2;2;2;3;1;3;4;4;3;3;6;2;2;2;1;1;1;1;4;1;3;2;2;1;3;4;1;1;1;3;2;2;1;2;2;ND;5;2;4;2;1;1;1;0;1;0;1;33;;2;3;1;2;2;6;2;48,633333;1,9608;1,4646;3;2;2;1;1;1
1006;3;2;2;2;2;3;2;2;1;2;2;2;2;3;2;3;2;2;3;3;5;1;2;5;6;3;1;4;2;2;1;1;0;0;0;5;12;2;2;2;2;3;2;1;3;2;1;3;2;2;3;2;2;2;2;3;2;3;2;4;4;1;1;1;2;2;2;1;2;2;2;1;1;3;1;1;1;1;1;1;1;4;3;1;1;1;1;2;3;2;3;3;1;4;1;4;2;1;3;3;3;3;4;2;2;2;3;2;2;2;3;2;1;3;2;3;2;3;1;2;1;1;1;1;1;2;1;1;2;3;1;1;2;2;2;1;1;2;2;1;1;1;1;2;1;1;3;3;2;3;3;4;4;1;3;4;4;4;4;3;3;2;1;2;2;1;2;3;4;4;3;4;3;2;2;3;4;3;3;1;4;2;3;2;2;4;OK;1;3;7;1;3;1;2;0;0;0;2;48;;2;6;2;1;2;1;1;27,583333;1,9089;1,3014;1;2;2;3;2;3
1007;2;2;4;4;;;;;1;4;4;3;3;4;4;1;3;4;4;4;4;1;2;3;1;1;3;6;2;2;4;4;0;0;0;5;25;2;1;2;2;2;2;3;2;3;2;1;4;4;1;1;1;1;2;4;4;1;3;4;4;4;4;2;2;2;4;4;4;4;3;2;4;3;3;4;3;3;3;2;1;4;4;3;2;4;4;4;3;4;4;4;1;4;2;2;4;2;4;4;3;3;4;4;4;4;4;4;4;2;4;1;1;3;3;4;3;3;4;4;3;4;4;3;4;4;2;3;4;4;4;4;4;4;4;4;4;3;4;4;2;4;4;4;2;2;2;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;2;2;2;2;4;4;4;4;1;3;3;3;4;4;4;1;3;1;2;4;4;4;4;4;PA;2;1;2;1;3;1;2;1;1;0;1;46;;2;3;10;1;1;97;1;17,2;0,5773;0,8964;4;1;2;1;4;3
1011;3;4;4;3;;;;;3;3;3;3;3;3;3;3;3;3;3;4;5;1;2;2;2;2;1;3;3;2;3;2;5;5;5;5;10;2;2;2;1;2;2;4;4;4;2;2;4;4;2;2;2;2;2;3;2;1;1;2;2;3;3;2;3;3;3;2;4;3;2;4;3;4;3;2;3;3;3;3;3;3;4;3;3;3;3;4;4;4;3;3;3;4;4;4;3;4;3;4;3;4;3;4;4;4;4;4;2;4;4;1;1;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;1;4;2;2;2;3;3;3;1;1;2;1;4;4;4;4;3;3;3;3;3;4;4;1;3;3;3;4;4;4;4;7;NY;4;1;2;1;1;1;1;0;0;0;2;51;;3;5;1;1;1;7;1;15,533333;0,6537;0,4276;4;1;3;2;1;1
1013;3;7;4;2;3;3;2;4;1;3;3;4;2;2;2;2;1;1;1;2;2;1;1;1;3;4;2;3;3;3;4;3;2;0;10;0;20;4;4;3;3;4;4;3;5;3;4;1;4;4;4;1;1;1;1;3;4;1;2;4;4;4;4;3;2;1;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;-1;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;1;3;4;1;2;1;2;1;1;2;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;2;3;1;2;3;2;3;3;1;1;3;2;3;2;4;1;2;2;1;3;2;3;3;3;1;2;1;2;1;1;1;1;4;4;1;1;1;1;4;4;1;3;1;1;4;1;1;3;8;TX;3;3;7;1;3;2;2;0;0;0;2;73;;4;7;1;1;1;2;1;19,766667;0,1586;0,2097;2;1;4;4;1;3
1015;4;8;1;1;1;2;2;4;1;1;1;1;2;2;2;3;1;1;1;2;4;1;1;2;6;5;6;6;4;4;4;4;3;4;5;1;10;3;3;3;3;3;4;4;4;4;4;3;4;3;4;2;2;2;2;4;2;2;4;3;1;3;4;3;3;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;3;3;3;4;4;4;2;3;2;4;4;4;4;4;4;4;4;1;4;3;4;3;3;2;2;2;2;1;2;1;3;2;4;4;1;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;2;4;3;3;2;3;3;2;2;2;2;4;2;1;3;3;3;3;2;2;4;3;3;2;4;4;2;1;1;2;1;1;2;2;1;1;3;1;3;2;2;2;3;3;1;3;1;1;3;3;3;3;4;WY;1;4;8;1;3;2;3;0;0;0;2;63;;3;5;1;1;2;5;2;19,616667;0,4309;0,64;1;2;3;2;1;3
1017;2;2;4;3;;;;;1;3;3;3;2;3;3;1;3;3;3;4;4;1;3;2;6;3;5;4;3;2;3;3;0;0;0;0;27;3;3;3;3;3;3;4;5;4;4;3;4;3;2;2;2;3;2;3;2;3;1;4;3;2;2;3;3;2;3;3;2;3;4;3;3;4;3;3;3;3;4;2;3;4;3;3;3;2;3;4;4;3;3;4;4;4;3;4;3;3;4;4;3;3;3;4;3;2;3;3;3;2;3;2;1;3;2;3;3;4;3;4;3;4;4;4;3;4;4;4;3;3;4;4;2;3;4;3;3;2;3;3;2;3;3;3;3;2;2;4;3;3;3;3;2;2;3;2;4;4;2;3;3;1;2;2;2;2;4;4;4;3;2;2;2;3;2;3;3;1;1;1;2;2;3;3;3;7;TN;5;3;6;1;3;3;2;0;0;0;2;56;;3;3;1;1;2;2;1;22,7;1,4137;1,0674;2;2;3;1;1;3
1019;4;5;4;1;2;2;2;2;2;2;2;3;1;4;2;2;2;2;4;2;2;1;1;1;6;3;2;3;1;1;1;1;0;0;0;2;25;4;4;4;4;4;4;2;3;2;4;2;4;3;2;2;2;2;3;3;3;3;2;3;3;4;4;4;4;4;3;2;3;3;3;3;3;4;4;2;3;3;3;3;3;4;2;2;2;2;3;4;4;3;3;3;3;4;3;4;3;4;3;4;3;4;4;4;4;3;4;2;2;4;4;1;1;3;3;3;3;2;3;4;3;4;3;4;4;4;4;3;3;3;3;4;3;3;4;3;3;2;3;3;1;3;3;3;4;4;2;3;3;2;3;1;1;2;3;1;4;4;4;4;3;3;2;1;1;2;4;4;4;4;3;3;1;1;3;4;4;1;4;1;4;4;1;1;3;9;OH;1;2;3;1;3;1;3;0;0;0;2;60;;3;6;1;1;2;2;1;15,5;0,1917;0,2678;2;2;3;3;1;3
1020;3;6;4;1;2;3;2;2;2;2;2;2;3;4;3;3;2;3;4;6;6;1;2;1;6;3;2;4;2;2;3;1;1;0;2;10;15;2;1;1;2;2;1;3;2;3;4;3;2;1;1;2;2;2;2;3;3;3;1;3;3;2;4;2;2;3;2;2;3;3;2;2;2;3;3;2;2;3;2;3;2;4;4;2;2;2;2;4;4;-1;2;2;4;4;4;4;3;3;4;2;4;4;4;4;3;1;2;2;1;1;2;2;2;4;2;4;3;4;3;2;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;1;2;2;1;1;2;2;1;4;2;4;4;3;4;4;4;4;1;3;4;3;4;4;2;3;6;2;1;1;2;4;3;4;4;1;3;3;1;2;3;3;1;3;1;3;4;4;3;4;6;NJ;4;1;2;2;3;1;3;0;0;0;2;27;;1;5;3;1;2;2;2;38,2795;1,7523;1,3362;2;2;1;2;3;3
1022;1;1;4;5;;;;;2;4;4;4;2;3;3;2;3;2;4;5;4;1;2;2;3;4;6;4;3;3;4;2;0;2;0;5;20;2;2;2;2;3;2;4;4;4;4;4;4;3;3;2;2;3;3;3;4;2;3;3;3;3;4;2;4;4;4;4;4;4;3;4;3;4;3;3;3;3;4;3;2;4;4;3;4;4;2;4;4;4;4;3;4;3;4;4;3;4;4;4;3;3;4;4;4;4;4;4;3;3;3;1;1;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;1;1;2;2;2;1;4;4;4;4;1;3;3;2;3;3;3;1;1;1;1;3;4;4;3;7;NH;5;1;1;1;3;3;2;0;0;0;2;80;;4;8;1;1;2;90;1;28,783333;1,9756;1,3127;5;2;4;4;1;3
1025;3;7;2;1;3;4;3;3;2;2;3;3;1;3;2;2;2;2;2;2;1;1;1;2;5;3;1;6;2;1;4;1;0;0;0;3;30;4;4;3;4;4;3;4;5;4;4;4;2;3;3;1;2;2;1;3;2;2;1;4;4;4;3;3;3;3;4;2;3;4;4;3;4;4;3;3;3;3;3;3;3;4;2;3;2;3;3;4;4;4;4;3;2;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;1;2;3;2;3;2;2;3;4;3;4;3;4;4;4;4;3;2;3;3;4;2;3;3;3;4;4;4;3;4;4;4;4;4;2;2;2;2;3;2;2;2;3;3;1;3;4;4;2;2;2;2;1;2;1;4;2;4;4;2;3;3;1;1;3;4;1;2;1;1;4;2;3;3;7;FL;3;3;5;1;3;3;2;0;0;0;2;71;;4;7;1;1;1;97;2;18,033333;0,5547;0,8052;4;1;4;4;1;3
1030;4;8;2;1;2;3;3;2;1;1;1;3;2;2;2;2;2;1;3;2;1;1;1;2;3;1;1;6;3;2;4;2;0;0;0;0;29;2;2;2;4;3;3;4;5;5;4;4;4;4;3;1;1;1;1;3;4;2;2;4;4;2;2;2;2;2;4;2;4;3;4;3;4;4;2;3;3;3;2;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;2;4;4;4;4;4;3;4;3;4;3;2;3;3;3;3;3;1;1;2;3;3;2;2;3;4;3;4;3;4;3;4;2;3;4;2;1;4;2;1;4;2;1;2;3;3;2;2;2;2;3;1;3;3;2;2;2;2;2;3;2;1;1;2;1;3;2;3;2;1;1;2;3;1;1;2;2;4;1;1;1;3;3;1;3;1;2;4;1;2;1;9;FL;1;3;5;1;3;3;2;0;0;0;2;65;;4;6;1;1;2;1;2;18,6;0,2838;0,4268;1;2;4;3;1;3
1031;4;9;2;1;1;4;4;1;1;1;2;3;1;4;2;3;2;1;4;1;4;4;4;2;6;2;6;6;3;3;3;3;25;0;20;1;5;4;4;4;4;4;4;3;5;3;3;4;4;4;4;1;1;1;1;2;1;2;2;3;4;4;3;3;4;4;2;2;3;4;3;2;4;4;3;2;2;3;2;2;3;4;4;2;2;2;2;4;4;4;4;4;1;4;1;4;4;3;3;4;1;4;2;4;3;3;1;3;1;2;1;2;1;1;1;3;3;1;1;3;4;4;1;4;3;4;4;1;1;1;3;4;2;2;4;2;4;4;4;4;4;4;4;4;1;1;2;2;3;1;4;2;2;3;3;2;4;4;4;3;2;2;2;1;1;2;2;1;1;1;1;3;3;1;1;1;3;1;3;1;2;4;4;4;4;1;PA;2;1;2;1;5;2;1;0;0;0;2;63;;3;3;1;2;2;6;1;14,083333;0,5699;0,9487;3;2;3;1;1;2
1033;3;7;2;1;1;3;3;3;2;2;3;4;1;3;3;3;2;3;3;4;6;1;1;4;6;3;3;5;3;1;3;1;0;1;0;1;30;4;3;3;3;4;4;3;4;4;4;3;4;4;4;1;1;1;1;3;4;2;2;4;4;4;4;3;2;2;4;2;3;4;4;4;3;4;4;3;4;3;3;2;3;4;3;4;3;4;3;3;4;4;4;4;3;4;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;1;1;2;3;1;3;1;4;4;3;4;3;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;3;2;3;2;3;2;3;1;1;2;1;1;2;1;2;3;1;1;2;2;1;4;2;3;3;4;3;2;2;3;3;3;1;3;3;2;4;1;2;3;4;FL;5;3;5;1;3;1;4;0;0;0;2;53;;3;6;1;1;1;5;1;33,75;0,8704;1,1956;1;1;3;3;1;3
1037;4;8;2;1;3;4;4;3;1;1;3;3;1;3;4;2;2;3;4;4;5;1;2;4;5;4;4;6;3;3;3;3;0;0;0;1;29;2;2;2;1;3;1;2;1;3;2;4;4;4;1;2;2;2;3;2;3;2;3;4;4;2;3;2;2;2;3;3;2;3;2;3;3;4;3;3;2;2;3;3;2;4;3;3;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;3;1;4;3;1;1;4;1;4;4;2;4;4;4;4;2;4;4;4;4;3;3;3;4;4;2;2;3;4;2;3;4;1;2;3;4;4;3;2;4;4;4;3;4;4;4;3;4;3;4;4;4;2;1;1;2;1;2;2;4;3;4;3;4;4;2;3;1;3;4;1;2;1;1;2;2;2;2;9;MA;3;1;1;1;3;1;2;1;0;0;2;45;;2;6;1;1;2;12;1;19,466667;0,3009;0,4259;3;2;2;3;1;3
1041;3;8;1;1;1;3;3;3;1;1;1;3;2;1;1;4;1;1;1;2;4;1;1;5;6;6;6;6;3;2;4;3;0;0;0;5;20;4;4;4;3;4;4;3;5;4;4;3;4;4;4;2;2;2;2;2;3;2;3;4;4;2;1;1;1;1;3;3;3;3;3;3;3;3;2;2;2;3;3;2;3;4;1;3;3;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;3;2;2;2;2;2;2;2;4;2;1;2;4;4;3;4;3;4;4;4;4;4;4;4;4;4;2;4;4;3;3;3;3;3;3;3;3;3;2;1;1;2;2;1;2;3;2;2;2;1;4;4;4;2;1;3;2;1;2;2;1;1;1;2;4;3;1;2;3;3;4;1;3;1;1;1;1;1;1;5;SD;5;2;4;1;3;1;2;2;0;0;1;46;;2;5;1;1;1;5;1;12,716667;0,5152;0,7547;1;1;2;2;1;3
1042;4;7;2;1;1;2;1;2;1;1;2;4;3;3;3;1;1;1;2;6;6;1;2;1;6;1;6;4;1;1;4;1;2;0;0;2;25;3;3;3;4;4;2;3;5;4;3;4;2;3;3;2;1;3;2;4;4;3;3;4;4;4;4;4;4;2;4;4;4;4;3;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;2;2;4;1;2;2;4;3;2;4;4;4;4;4;4;2;2;4;2;2;2;3;2;1;4;2;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;3;1;3;4;4;3;3;3;4;4;4;4;4;3;4;3;3;4;4;4;4;2;2;4;1;2;2;2;1;4;4;4;1;4;3;3;1;4;4;1;4;1;1;3;3;4;2;6;IN;1;2;3;1;6;1;1;0;0;0;2;47;;2;6;2;1;2;1;1;19,266667;0,2688;0,4019;1;2;2;3;2;2
1043;1;3;3;3;;;;;1;1;4;3;2;2;3;4;2;1;3;3;3;1;1;2;3;5;3;6;4;4;4;4;0;0;3;0;15;4;4;4;4;4;4;2;5;2;3;3;4;3;3;1;1;1;1;2;1;1;2;3;1;4;2;3;1;1;1;3;3;2;4;1;1;3;2;2;2;1;3;1;1;2;1;2;2;3;3;4;4;3;3;3;3;4;3;4;4;3;4;4;4;4;4;4;4;3;1;1;1;1;1;3;4;2;4;1;1;2;3;4;3;4;2;1;4;3;3;3;2;2;2;4;1;1;4;1;2;1;2;1;1;4;1;2;1;1;1;3;2;1;1;2;1;2;2;1;1;1;1;3;3;1;2;2;2;1;3;2;2;4;1;3;1;3;4;4;3;1;2;1;4;2;1;1;1;7;CA;4;4;9;1;2;3;3;0;0;0;2;65;;4;8;1;1;1;90;1;29,749333;0,3517;0,4943;5;1;4;4;1;2
1047;3;2;2;3;;;;;2;2;3;2;2;3;2;3;2;2;2;4;6;1;2;1;3;3;3;1;3;2;3;1;4;0;2;2;22;2;3;1;2;1;2;2;5;3;4;2;3;2;1;2;2;3;2;2;2;2;2;3;3;1;2;1;1;1;2;1;2;2;4;2;3;4;1;1;1;2;2;2;2;3;3;1;1;1;1;3;4;4;4;2;2;2;2;3;2;1;4;2;2;3;2;3;2;3;3;1;1;2;2;2;2;3;3;3;2;3;2;1;1;2;1;1;2;3;2;1;2;2;1;2;2;1;3;1;1;1;2;1;1;2;1;1;1;1;4;3;4;3;4;4;4;1;3;3;1;1;1;4;2;3;2;2;2;1;4;3;4;4;1;3;3;4;4;3;3;4;2;4;3;1;2;1;2;4;FL;2;3;5;1;6;3;2;0;0;0;2;77;;4;8;1;1;1;97;1;24,833333;0,2023;0,2937;4;1;4;4;1;2
1048;2;1;3;4;;;;;1;2;3;3;3;4;4;2;2;2;4;5;6;1;2;3;4;3;5;6;2;2;3;2;5;5;4;5;20;2;2;1;1;2;1;4;5;5;4;3;3;3;2;2;1;1;2;3;2;2;3;3;2;3;3;2;2;4;3;4;3;4;2;3;3;4;2;3;3;3;2;3;2;4;4;2;3;2;2;4;4;4;4;4;3;4;4;4;3;4;4;4;2;4;2;4;4;3;4;3;3;3;3;1;1;4;1;4;4;4;3;4;3;4;2;3;3;4;3;2;3;2;3;3;2;2;3;3;3;4;4;2;4;4;3;3;4;2;4;4;3;4;4;4;4;4;4;4;2;3;2;2;1;1;2;2;2;2;4;4;4;4;1;4;3;3;3;3;3;1;2;2;2;3;4;4;4;3;PA;5;1;2;1;1;3;2;0;0;0;2;72;;4;8;1;1;2;90;1;13,966667;0,2625;0,3896;5;2;4;4;1;1
1051;3;5;3;3;;;;;2;1;2;3;2;3;3;2;2;2;3;4;4;1;1;2;3;2;6;6;3;2;3;2;0;0;0;0;28;3;3;3;4;3;4;3;5;3;3;3;4;4;3;2;1;3;2;4;3;2;4;4;4;2;4;4;3;1;4;3;4;4;4;4;4;4;2;4;4;3;2;2;4;4;2;4;3;4;2;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;3;3;4;3;1;1;2;3;3;2;2;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;4;4;3;4;2;4;3;3;4;4;3;2;1;1;3;2;3;1;2;1;1;3;2;3;3;3;3;3;1;2;2;2;1;4;3;4;4;4;1;1;3;3;4;4;1;2;1;3;4;1;1;3;9;NY;1;1;2;1;2;1;2;0;0;0;2;48;;2;6;1;1;1;2;2;15,216667;0,7822;0,4783;2;1;2;3;1;2
1054;1;1;3;3;;;;;2;4;4;4;2;3;2;1;3;2;4;4;4;1;1;2;3;2;6;6;2;2;3;3;25;15;30;3;0;3;2;2;2;2;2;1;1;2;1;1;4;3;4;2;2;1;3;4;4;3;1;2;3;1;3;2;1;1;4;4;3;2;4;2;3;4;4;3;2;1;4;1;1;3;1;1;2;2;2;4;4;4;3;3;2;3;3;4;1;3;4;4;3;4;3;4;4;3;3;3;2;4;3;2;2;1;4;3;3;1;3;3;3;2;1;1;4;2;1;1;3;1;2;4;1;1;1;1;3;2;3;1;3;3;2;2;2;1;1;4;4;1;1;2;1;3;2;1;2;1;3;2;2;3;1;2;2;2;4;4;4;4;4;2;1;3;4;4;4;3;3;2;1;2;1;3;3;8;TN;2;3;6;1;3;1;3;0;0;0;2;50;;3;8;1;1;2;90;2;25,9;0,3511;0,4996;5;2;3;4;1;3
1055;3;8;2;1;1;3;1;2;1;1;1;3;2;2;1;4;1;1;1;2;3;1;1;3;6;3;1;5;2;1;3;1;4;10;4;20;4;2;1;1;2;2;2;1;2;3;3;1;3;3;1;2;2;2;3;3;2;3;1;3;3;3;1;1;3;4;3;4;1;1;1;1;4;4;3;1;2;3;2;1;1;4;1;1;1;1;1;3;4;4;3;3;3;3;3;4;1;1;4;3;3;3;1;4;3;3;2;1;1;2;2;1;1;1;2;1;3;3;2;2;3;4;3;4;1;4;4;1;3;1;1;3;1;1;1;3;1;2;2;2;2;1;1;1;4;1;1;3;3;1;2;2;2;3;3;1;4;2;4;1;3;4;2;1;1;1;3;1;1;2;2;1;1;1;1;3;3;1;2;1;1;1;1;1;1;8;SD;5;2;4;1;3;2;2;2;1;1;2;38;;2;5;1;1;2;2;2;21,5;0,4538;0,6887;2;2;2;2;1;3
1057;3;7;2;1;3;3;3;3;2;2;2;3;1;3;3;2;2;2;3;5;6;1;2;3;5;4;2;4;3;3;3;3;1;2;3;5;22;3;3;2;3;3;2;2;4;2;3;3;4;3;3;2;2;3;3;4;3;3;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;3;4;2;4;4;3;3;3;2;4;4;4;3;2;2;4;2;4;4;4;4;4;4;4;4;4;4;4;3;3;2;3;3;2;2;3;2;3;3;3;3;4;4;4;4;4;4;4;4;3;3;3;4;4;2;2;4;3;2;4;3;2;2;4;4;3;4;2;4;4;4;4;4;3;3;3;3;4;4;1;4;1;3;3;2;1;2;2;4;4;4;4;3;3;3;2;1;3;3;1;1;1;2;4;4;4;4;6;IL;2;2;3;2;3;1;2;0;2;0;1;45;;2;6;1;2;2;2;2;17,416667;0,3356;0,4724;2;2;2;3;1;3
